algorithm,seed,environment_steps,agent0/mean_episode_returns,agent0/std_episode_returns,agent1/mean_episode_returns,agent1/std_episode_returns,agent2/mean_episode_returns,agent2/std_episode_returns,agent3/mean_episode_returns,agent3/std_episode_returns,agent4/mean_episode_returns,agent4/std_episode_returns,epsilon,loss,mean_action_mask,mean_battle_won,mean_episode_length,mean_episode_returns,mean_episode_time,std_action_mask,std_battle_won,std_episode_length,std_episode_returns,std_episode_time,updates
vdn,1,1851170,19.328554,1.8933706,19.328554,1.8933706,19.328554,1.8933706,19.328554,1.8933706,19.328554,1.8933706,0.05,1.140037178993225,16.64,0.87,50.72,96.64276,0.1784338037593988,6.0721,0.3363034344160047,4.982128059373825,9.466854,0.0186904556185725,32291
vdn,1,1901217,19.558432,1.5041243,19.558432,1.5041243,19.558432,1.5041243,19.558432,1.5041243,19.558432,1.5041243,0.05,0.7057222723960876,16.81,0.91,46.79,97.79216,0.165729875008692,5.32296,0.2861817604250837,6.0914612368462135,7.520621,0.0216861459579701,33290
vdn,1,1951218,19.61326,1.7789016,19.61326,1.7789016,19.61326,1.7789016,19.61326,1.7789016,19.61326,1.7789016,0.05,0.6612697839736938,19.88,0.95,44.7,98.06629,0.1518506037542829,4.9604034,0.2179449471770337,11.300000000000002,8.894509,0.0312606287808384,34337
vdn,2,50009,10.448237,0.8762892,10.448237,0.8762892,10.448237,0.8762892,10.448237,0.8762892,10.448237,0.8762892,0.76245725,3.039239883422852,5.0,0.0,35.1,52.241177,0.0987525195983471,0.0,0.0,2.046948949045872,4.3814454,0.0137213950881795,1192
vdn,2,100021,9.435099,1.2443413,9.435099,1.2443413,9.435099,1.2443413,9.435099,1.2443413,9.435099,1.2443413,0.52490025,3.2635812759399414,5.09,0.0,34.93,47.17549,0.0747730641835369,0.5673622,0.0,20.60983017882486,6.221707,0.0338622932499004,2568
vdn,2,150048,12.602892,1.5234241,12.602892,1.5234241,12.602892,1.5234241,12.602892,1.5234241,12.602892,1.5234241,0.2872719999999999,3.422180414199829,6.46,0.0,100.21,63.01446,0.1899148679192876,2.201908,0.0,47.63723228736111,7.617121,0.0808566419750798,3650
vdn,2,200195,13.576397,1.7203068,13.576397,1.7203068,13.576397,1.7203068,13.576397,1.7203068,13.576397,1.7203068,0.05,4.601856231689453,5.53,0.01,63.78,67.88198,0.1188567128725117,1.5840138,0.0994987437106619,44.15259448775349,8.601533,0.0697081019672232,4353
vdn,2,250226,13.215221,1.6441702,13.215221,1.6441702,13.215221,1.6441702,13.215221,1.6441702,13.215221,1.6441702,0.05,3.103443384170532,5.65,0.03,60.45,66.076096,0.1203710495517589,1.9563997,0.1705872210923198,39.743773097178384,8.220851,0.0659104051389858,4967
vdn,2,300241,13.791274,2.2549078,13.791274,2.2549078,13.791274,2.2549078,13.791274,2.2549078,13.791274,2.2549078,0.05,3.0011157989501958,5.75,0.06,71.34,68.956375,0.1320715574308997,2.3890374,0.2374868417407583,41.46304860957525,11.27454,0.0628715793456784,5651
vdn,2,350242,15.225195,2.4859176,15.225195,2.4859176,15.225195,2.4859176,15.225195,2.4859176,15.225195,2.4859176,0.05,2.7938194274902344,6.35,0.14,80.95,76.12598,0.1451267341570928,2.7290108,0.3469870314579494,34.23751597297911,12.429587,0.0500193957122847,6351
vdn,2,400285,16.996422,3.1740696,16.996422,3.1740696,16.996422,3.1740696,16.996422,3.1740696,16.996422,3.1740696,0.05,2.22421669960022,8.12,0.49,62.79,84.98211,0.1204448262811638,3.3653526,0.4998999899979994,28.079278836893234,15.870349,0.0434125800517832,7088
vdn,2,450313,13.4073305,2.4819357,13.4073305,2.4819357,13.4073305,2.4819357,13.4073305,2.4819357,13.4073305,2.4819357,0.05,2.760568857192993,5.64,0.09,63.28,67.03665,0.1308833862422034,2.095328,0.2861817604250837,12.184481934001134,12.4096775,0.0238036560817354,7926
vdn,2,500332,17.943186,3.050009,17.943186,3.050009,17.943186,3.050009,17.943186,3.050009,17.943186,3.050009,0.05,2.537106513977051,11.0,0.67,48.21,89.71593,0.1002271487191319,4.8826222,0.4702127178203498,12.246056508117215,15.250045,0.0196567646513027,8782
vdn,2,550365,18.160198,3.0972486,18.160198,3.0972486,18.160198,3.0972486,18.160198,3.0972486,18.160198,3.0972486,0.05,1.898569941520691,10.39,0.69,57.73,90.80098,0.1122284891194431,3.9947343,0.462493243193887,18.456356628544,15.486241,0.0290960741688686,9649
vdn,2,600385,18.559807,2.6046436,18.559807,2.6046436,18.559807,2.6046436,18.559807,2.6046436,18.559807,2.6046436,0.05,2.175852537155152,9.28,0.73,56.51,92.79903,0.1066646112600574,3.3108306,0.4439594576084623,9.074684567520793,13.023217,0.0175176611843543,10517
vdn,2,650399,15.126422,2.277681,15.126422,2.277681,15.126422,2.277681,15.126422,2.277681,15.126422,2.277681,0.05,3.633263349533081,6.06,0.14,64.24,75.63212,0.125029560746625,2.8064923,0.3469870314579494,14.534180403448968,11.388405,0.0246116962586843,11371
vdn,2,700427,19.082035,2.1895447,19.082035,2.1895447,19.082035,2.1895447,19.082035,2.1895447,19.082035,2.1895447,0.05,2.050229072570801,12.2,0.84,47.64,95.41018,0.0948014016909292,3.9191835,0.3666060555964672,11.343297580509825,10.947723,0.018906080352678,12236
vdn,2,750466,14.775122,2.4663436,14.775122,2.4663436,14.775122,2.4663436,14.775122,2.4663436,14.775122,2.4663436,0.05,2.6751275062561035,6.2,0.13,70.3,73.87561,0.1394921591487946,2.8565714,0.3363034344160047,24.97859083295133,12.331719,0.0428002774960609,13087
vdn,2,800474,16.870441,3.4682496,16.870441,3.4682496,16.870441,3.4682496,16.870441,3.4682496,16.870441,3.4682496,0.05,2.399205446243286,9.17,0.49,61.01,84.3522,0.1164804549573455,4.2615843,0.4998999899979995,27.703608068264323,17.341248,0.0482206319387948,13910
vdn,2,850486,16.854412,3.1356075,16.854412,3.1356075,16.854412,3.1356075,16.854412,3.1356075,16.854412,3.1356075,0.05,2.946439266204834,8.03,0.43,59.47,84.272064,0.1082550154882483,3.8143282,0.4950757517794625,22.431431073384505,15.678038,0.0397317708848686,14767
vdn,2,900495,14.632033,2.9878495,14.632033,2.9878495,14.632033,2.9878495,14.632033,2.9878495,14.632033,2.9878495,0.05,2.7856502532958984,8.74,0.17,101.97,73.16018,0.1847615837486228,4.124609,0.375632799419859,44.27334525422718,14.939249,0.0721983699846969,15569
vdn,2,950517,17.018578,3.282878,17.018578,3.282878,17.018578,3.282878,17.018578,3.282878,17.018578,3.282878,0.05,2.952784776687622,7.88,0.49,53.53,85.09289,0.1028838566574268,3.444648,0.4998999899979994,14.910033534502864,16.41439,0.0247733635993717,16473
vdn,2,1000528,17.684755,3.4507573,17.684755,3.4507573,17.684755,3.4507573,17.684755,3.4507573,17.684755,3.4507573,0.05,3.249943494796753,11.43,0.67,46.25,88.42377,0.096960471610073,4.934076,0.4702127178203499,17.542163492568413,17.253788,0.0287764120695067,17423
vdn,2,1050552,18.852379,2.9100115,18.852379,2.9100115,18.852379,2.9100115,18.852379,2.9100115,18.852379,2.9100115,0.05,2.801464796066284,13.84,0.85,45.71,94.261894,0.0985297190916026,4.640517,0.3570714214271425,16.579683350414143,14.550059,0.0272573917744158,18410
vdn,2,1100560,13.843187,3.9395492,13.843187,3.9395492,13.843187,3.9395492,13.843187,3.9395492,13.843187,3.9395492,0.05,2.544907093048096,7.48,0.26,53.9,69.215935,0.108281051639351,4.446302,0.4386342439892262,24.299176940793693,19.697744,0.038392126597364,19303
vdn,2,1150609,18.818653,2.3465881,18.818653,2.3465881,18.818653,2.3465881,18.818653,2.3465881,18.818653,2.3465881,0.05,2.273797035217285,12.21,0.78,49.78,94.09326,0.0964349604945164,4.3388824,0.4142463035441596,24.618521482818583,11.732942,0.0387849011601042,20300
vdn,2,1200644,18.884167,2.5737462,18.884167,2.5737462,18.884167,2.5737462,18.884167,2.5737462,18.884167,2.5737462,0.05,2.363853454589844,13.54,0.82,46.23,94.42084,0.0931830516952322,5.024779,0.3841874542459709,13.304025706529584,12.868731,0.0223201111849195,21349
vdn,2,1250661,19.590784,1.5590361,19.590784,1.5590361,19.590784,1.5590361,19.590784,1.5590361,19.590784,1.5590361,0.05,1.9090007543563845,13.08,0.93,46.95,97.953926,0.0916827074700268,3.4399993,0.2551470164434615,4.934318595307765,7.795181,0.0065809554043716,22258
vdn,2,1300683,19.145294,2.2926764,19.145294,2.2926764,19.145294,2.2926764,19.145294,2.2926764,19.145294,2.2926764,0.05,1.7453211545944214,15.64,0.86,42.8,95.72647,0.0882947491900995,5.6062818,0.3469870314579494,14.900335566691108,11.463383,0.0259337520068872,23368
vdn,2,1350689,18.814068,2.6474357,18.814068,2.6474357,18.814068,2.6474357,18.814068,2.6474357,18.814068,2.6474357,0.05,1.8700109720230105,14.26,0.82,45.47,94.07034,0.0942484711308497,5.0549383,0.3841874542459709,16.411249190722806,13.237178,0.026831679612463,24427
vdn,2,1400703,19.615786,1.436382,19.615786,1.436382,19.615786,1.436382,19.615786,1.436382,19.615786,1.436382,0.05,1.4629278182983398,12.88,0.93,42.61,98.078926,0.088320771640283,3.5756958,0.2551470164434615,5.037648260845531,7.1819105,0.0082055458469681,25509
vdn,2,1450710,18.506716,2.885574,18.506716,2.885574,18.506716,2.885574,18.506716,2.885574,18.506716,2.885574,0.05,1.4579501152038574,12.12,0.77,43.63,92.533585,0.0863841233414132,4.7859797,0.4208325082500163,6.277985345634378,14.427872,0.009280999322947,26626
vdn,2,1500724,18.072254,2.6784332,18.072254,2.6784332,18.072254,2.6784332,18.072254,2.6784332,18.072254,2.6784332,0.05,1.4381282329559326,10.94,0.63,44.32,90.36127,0.0893559258274035,5.43474,0.4828043081829324,12.29624332875696,13.392165,0.0201886058762993,27756
vdn,2,1550732,19.321936,2.31173,19.321936,2.31173,19.321936,2.31173,19.321936,2.31173,19.321936,2.31173,0.05,1.1923859119415283,16.49,0.91,46.37,96.60969,0.0965913166798418,4.421527,0.2861817604250837,21.278465640172456,11.558648,0.0372580162500569,28890
vdn,2,1600762,19.277254,1.8861959,19.277254,1.8861959,19.277254,1.8861959,19.277254,1.8861959,19.277254,1.8861959,0.05,1.5989632606506348,12.8,0.86,53.08,96.38628,0.1031299391505308,4.358899,0.3469870314579494,15.189917708796186,9.430979,0.023749832785537,30066
vdn,2,1650765,19.571495,1.589074,19.571495,1.589074,19.571495,1.589074,19.571495,1.589074,19.571495,1.589074,0.05,1.1256715059280396,15.12,0.93,40.43,97.85748,0.0847071050188969,4.174398,0.2551470164434615,4.308723708942127,7.94537,0.0075391703639822,31270
vdn,2,1700785,19.401176,2.0881908,19.401176,2.0881908,19.401176,2.0881908,19.401176,2.0881908,19.401176,2.0881908,0.05,1.2059338092803955,18.31,0.92,38.41,97.00589,0.0813466103799874,5.489435,0.2712931993250107,7.267867637760061,10.440954,0.0111953828905995,32413
vdn,2,1750812,19.644215,1.3620127,19.644215,1.3620127,19.644215,1.3620127,19.644215,1.3620127,19.644215,1.3620127,0.05,1.0071754455566406,15.37,0.93,44.45,98.22108,0.0949666199908824,4.3718534,0.2551470164434615,9.555495800846758,6.810064,0.0163563564636985,33608
vdn,2,1800827,19.467257,1.8595984,19.467257,1.8595984,19.467257,1.8595984,19.467257,1.8595984,19.467257,1.8595984,0.05,1.0243347883224487,13.86,0.91,42.81,97.33628,0.0929065591888502,4.1857376,0.2861817604250837,9.520183821754705,9.297993,0.0185847001876162,34772
vdn,2,1850867,19.764141,1.2564105,19.764141,1.2564105,19.764141,1.2564105,19.764141,1.2564105,19.764141,1.2564105,0.05,0.9177757501602172,18.46,0.96,40.86,98.8207,0.0887536854651989,4.744302,0.1959591794226542,9.648854854333752,6.2820516,0.0168263921620991,35960
vdn,2,1900879,19.534754,1.6094023,19.534754,1.6094023,19.534754,1.6094023,19.534754,1.6094023,19.534754,1.6094023,0.05,1.057624340057373,13.84,0.92,40.88,97.67377,0.0844873817201005,3.8489475,0.2712931993250107,6.996113206631236,8.047011,0.011377407972322,37193
vdn,2,1950882,19.525734,1.6778541,19.525734,1.6778541,19.525734,1.6778541,19.525734,1.6778541,19.525734,1.6778541,0.05,0.8422655463218689,15.15,0.92,43.17,97.62866,0.0890560475504025,4.7526307,0.2712931993250107,4.941770937629546,8.389271,0.007320103124984,38398
qmix,0,50035,11.439018,1.7508998,11.439018,1.7508998,11.439018,1.7508998,11.439018,1.7508998,11.439018,1.7508998,0.76233375,4.524029731750488,5.16,0.02,36.98,57.1951,0.1094364216417307,1.12,0.1399999999999999,6.387456457777227,8.7545,0.0248800602484181,1211
qmix,0,100036,7.9194117,1.1880335,7.9194117,1.1880335,7.9194117,1.1880335,7.9194117,1.1880335,7.9194117,1.1880335,0.524829,4.883801937103272,5.06,0.0,39.29,39.59706,0.1260061662120279,0.44317037,0.0,21.991496083713816,5.9401665,0.0568378975826463,2457
qmix,0,150108,12.312473,1.715409,12.312473,1.715409,12.312473,1.715409,12.312473,1.715409,12.312473,1.715409,0.286987,4.687347888946533,6.06,0.01,99.18,61.562374,0.2664013137418078,1.7934325,0.0994987437106619,41.650301319438256,8.5770445,0.0992831224581206,3553
qmix,0,200128,13.125662,2.383087,13.125662,2.383087,13.125662,2.383087,13.125662,2.383087,13.125662,2.383087,0.05,4.538629531860352,7.96,0.04,114.85,65.62831,0.3133384395862231,3.6053293,0.1959591794226542,43.58632239590764,11.915434,0.10926921015431,4262
qmix,0,250160,13.45924,1.8474966,13.45924,1.8474966,13.45924,1.8474966,13.45924,1.8474966,13.45924,1.8474966,0.05,4.751718521118164,5.77,0.01,95.31,67.2962,0.2559209499735152,2.0142243,0.0994987437106619,35.94403844867741,9.237483,0.0846788331205122,4818
qmix,0,300202,12.818899,2.4696782,12.818899,2.4696782,12.818899,2.4696782,12.818899,2.4696782,12.818899,2.4696782,0.05,3.5530216693878174,6.1,0.06,99.84,64.09449,0.2663613216613885,2.3473392,0.2374868417407583,43.20525893916156,12.348391,0.1020974645354553,5349
qmix,0,350243,12.038506,1.9634942,12.038506,1.9634942,12.038506,1.9634942,12.038506,1.9634942,12.038506,1.9634942,0.05,5.993038177490234,7.92,0.0,122.44,60.192528,0.3314986120990943,3.6760845,0.0,34.2713641397596,9.8174715,0.0860337681672997,5877
qmix,0,400392,11.422795,2.6472702,11.422795,2.6472702,11.422795,2.6472702,11.422795,2.6472702,11.422795,2.6472702,0.05,2.956974983215332,8.78,0.03,118.75,57.113976,0.3233151286788052,4.5575867,0.1705872210923198,36.83323906473608,13.23635,0.0921800783184243,6415
qmix,0,450430,11.564854,1.8606269,11.564854,1.8606269,11.564854,1.8606269,11.564854,1.8606269,11.564854,1.8606269,0.05,3.148056983947754,9.17,0.01,126.47,57.824272,0.3474818487995071,3.3047087,0.0994987437106619,37.04091116589871,9.303134,0.0872595303622406,7035
qmix,0,500498,12.166472,2.1570506,12.166472,2.1570506,12.166472,2.1570506,12.166472,2.1570506,12.166472,2.1570506,0.05,3.310358762741089,5.64,0.03,83.76,60.83236,0.2457365921046584,1.835865,0.1705872210923198,30.24074073166859,10.785251,0.0727505817551674,7635
qmix,0,550507,14.937085,2.8958972,14.937085,2.8958972,14.937085,2.8958972,14.937085,2.8958972,14.937085,2.8958972,0.05,2.959447860717773,8.36,0.12,124.87,74.68542,0.3369316083285957,3.6810865,0.3249615361854384,28.928067685208426,14.479486,0.0751732726849587,8238
qmix,0,600532,12.591177,2.380261,12.591177,2.380261,12.591177,2.380261,12.591177,2.380261,12.591177,2.380261,0.05,2.810140609741211,5.54,0.06,87.02,62.95588,0.2366536816197913,1.9719025,0.2374868417407583,38.55592820825353,11.901305,0.0888180156759636,8850
qmix,0,650606,16.651743,3.3608649,16.651743,3.3608649,16.651743,3.3608649,16.651743,3.3608649,16.651743,3.3608649,0.05,3.215317487716675,8.01,0.37,93.04,83.2587,0.2521188204054488,3.9887218,0.4828043081829324,30.377597008321768,16.804325,0.0698475425396134,9532
qmix,0,700632,19.683851,2.1230378,19.683851,2.1230378,19.683851,2.1230378,19.683851,2.1230378,19.683851,2.1230378,0.05,2.097240447998047,12.58,0.86,71.73,98.41925,0.2155553232890088,4.264223,0.3469870314579494,16.877117644906075,10.615189,0.0422620038208442,10220
qmix,0,750691,16.36468,2.5901122,16.36468,2.5901122,16.36468,2.5901122,16.36468,2.5901122,16.36468,2.5901122,0.05,3.3135416507720947,7.11,0.3,64.79,81.82341,0.1944030354800634,3.560604,0.4582575694955839,15.591853642206882,12.950561,0.0392895798804786,10979
qmix,0,800743,18.541986,2.5784657,18.541986,2.5784657,18.541986,2.5784657,18.541986,2.5784657,18.541986,2.5784657,0.05,2.841745138168335,9.97,0.71,63.3,92.70993,0.185221415797132,3.8038273,0.4537620521815371,17.799157283422158,12.892327,0.0439306931595892,11748
qmix,0,850789,16.590418,2.910726,16.590418,2.910726,16.590418,2.910726,16.590418,2.910726,16.590418,2.910726,0.05,2.5989556312561035,7.91,0.39,54.17,82.95209,0.1655573349504266,4.101451,0.4877499359302879,12.36289205647287,14.553631,0.0333573504750898,12532
qmix,0,900840,19.143234,2.188564,19.143234,2.188564,19.143234,2.188564,19.143234,2.188564,19.143234,2.188564,0.05,2.334037065505981,13.63,0.83,59.9,95.71617,0.1735884938336676,5.2051034,0.375632799419859,14.625662378162568,10.942821,0.0370858528071588,13345
qmix,0,950843,15.881226,2.9574144,15.881226,2.9574144,15.881226,2.9574144,15.881226,2.9574144,15.881226,2.9574144,0.05,2.4876625537872314,7.41,0.31,47.78,79.40612,0.1495818491699174,4.0102243,0.462493243193887,13.86980893884267,14.787072,0.0376491811574359,14168
qmix,0,1000931,17.952377,3.0814915,17.952377,3.0814915,17.952377,3.0814915,17.952377,3.0814915,17.952377,3.0814915,0.05,2.1223814487457275,9.96,0.63,63.52,89.761894,0.1914141000004019,3.9797485,0.4828043081829324,20.740048215951667,15.407458,0.0544456723693766,15033
qmix,0,1050995,19.336372,2.0538177,19.336372,2.0538177,19.336372,2.0538177,19.336372,2.0538177,19.336372,2.0538177,0.05,2.821208477020264,12.75,0.84,78.73,96.68188,0.238386327039334,4.7188454,0.3666060555964672,22.57602932315601,10.269089,0.057054220920905,15837
qmix,0,1101034,15.344169,3.2708652,15.344169,3.2708652,15.344169,3.2708652,15.344169,3.2708652,15.344169,3.2708652,0.05,2.114667654037476,7.22,0.25,80.61,76.72084,0.2337439779832493,3.745878,0.4330127018922193,29.340380024805405,16.354326,0.0709498101259598,16567
qmix,0,1151057,19.366127,1.9295952,19.366127,1.9295952,19.366127,1.9295952,19.366127,1.9295952,19.366127,1.9295952,0.05,2.4453749656677246,11.62,0.88,61.8,96.83066,0.1832411529321689,3.1552496,0.3249615361854384,15.794302770302966,9.647977,0.0413220838121459,17242
qmix,0,1201137,19.24907,2.3579097,19.24907,2.3579097,19.24907,2.3579097,19.24907,2.3579097,19.24907,2.3579097,0.05,1.7441821098327637,10.3,0.87,69.93,96.24534,0.2154819366754964,3.1796227,0.3363034344160047,17.11271749313942,11.789549,0.0499133716918697,17961
qmix,0,1251187,19.734314,1.6296823,19.734314,1.6296823,19.734314,1.6296823,19.734314,1.6296823,19.734314,1.6296823,0.05,2.159724712371826,14.48,0.91,62.45,98.67156,0.192605611331528,3.5481825,0.2861817604250837,20.539413331446447,8.148412,0.0549074226370943,18760
qmix,0,1301248,18.743357,3.2535253,18.743357,3.2535253,18.743357,3.2535253,18.743357,3.2535253,18.743357,3.2535253,0.05,1.9452557563781736,15.41,0.74,95.47,93.7168,0.2932520129124168,5.0420136,0.4386342439892262,36.48847900365264,16.267628,0.1099562762359403,19572
qmix,0,1351248,19.970541,1.3555413,19.970541,1.3555413,19.970541,1.3555413,19.970541,1.3555413,19.970541,1.3555413,0.05,1.942606329917908,16.06,0.97,58.5,99.85271,0.198615282959654,3.190047,0.1705872210923198,14.199647882958224,6.777706,0.0404224644260616,20419
qmix,0,1401290,19.993996,1.0172468,19.993996,1.0172468,19.993996,1.0172468,19.993996,1.0172468,19.993996,1.0172468,0.05,1.8322404623031616,15.76,0.96,59.21,99.96998,0.1910105545504484,3.4354618,0.1959591794226542,17.111572107787172,5.086234,0.0465063974233602,21255
qmix,0,1451295,19.90343,1.0042115,19.90343,1.0042115,19.90343,1.0042115,19.90343,1.0042115,19.90343,1.0042115,0.05,1.4680488109588623,14.36,0.96,56.1,99.517166,0.1817049775389023,3.386798,0.1959591794226542,16.149612998459126,5.0210576,0.0440876389190303,22132
qmix,0,1501347,19.913286,1.5220577,19.913286,1.5220577,19.913286,1.5220577,19.913286,1.5220577,19.913286,1.5220577,0.05,1.4823691844940186,13.3,0.96,61.87,99.56643,0.1899096974986605,2.7694764,0.1959591794226542,19.19773684578471,7.610288,0.0506627797865362,23027
qmix,0,1551348,19.89782,1.0522118,19.89782,1.0522118,19.89782,1.0522118,19.89782,1.0522118,19.89782,1.0522118,0.05,1.2989072799682615,15.72,0.96,49.83,99.48909,0.164568624930107,3.704268,0.1959591794226542,9.567711325076653,5.261059,0.0275846081674852,23859
qmix,0,1601361,18.286106,3.2250838,18.286106,3.2250838,18.286106,3.2250838,18.286106,3.2250838,18.286106,3.2250838,0.05,1.1838746070861816,11.89,0.69,102.66,91.43051,0.2957715913193533,3.9620574,0.462493243193887,36.05390963543344,16.125418,0.0894684384475901,24675
qmix,0,1651427,19.834341,1.3181924,19.834341,1.3181924,19.834341,1.3181924,19.834341,1.3181924,19.834341,1.3181924,0.05,1.4157500267028809,14.24,0.93,63.15,99.1717,0.1954845366277732,3.2836561,0.2551470164434615,18.356674535438053,6.590962,0.0461474402855165,25526
qmix,0,1701522,19.952085,1.7008264,19.952085,1.7008264,19.952085,1.7008264,19.952085,1.7008264,19.952085,1.7008264,0.05,1.2624996900558472,14.17,0.94,70.01,99.76042,0.2208599246497033,3.6333315,0.2374868417407583,29.10480888100796,8.504132,0.0767588966665894,26428
qmix,0,1751531,19.600958,1.4354169,19.600958,1.4354169,19.600958,1.4354169,19.600958,1.4354169,19.600958,1.4354169,0.05,0.8015149831771851,15.07,0.91,52.37,98.00478,0.170178699530079,3.9956348,0.2861817604250837,16.62988574825456,7.177084,0.0425567554675748,27284
qmix,0,1801554,19.859463,1.3664392,19.859463,1.3664392,19.859463,1.3664392,19.859463,1.3664392,19.859463,1.3664392,0.05,0.7529760599136353,13.18,0.94,65.05,99.2973,0.1882039257779252,3.0475564,0.2374868417407583,21.002083230003635,6.832196,0.0509687168700959,28240
qmix,0,1851605,19.839338,1.1443641,19.839338,1.1443641,19.839338,1.1443641,19.839338,1.1443641,19.839338,1.1443641,0.05,0.8376005291938782,17.34,0.97,45.63,99.1967,0.1602890971204033,3.5530834,0.1705872210923198,16.374770227395558,5.72182,0.0467893205788388,29157
qmix,0,1901630,19.929022,0.9886863,19.929022,0.9886863,19.929022,0.9886863,19.929022,0.9886863,19.929022,0.9886863,0.05,0.7832194566726685,14.98,0.96,49.57,99.64509,0.1585213887598365,3.4841928,0.1959591794226542,10.952858074493616,4.9434323,0.0291105099170379,30153
qmix,0,1951659,19.907673,0.8727382,19.907673,0.8727382,19.907673,0.8727382,19.907673,0.8727382,19.907673,0.8727382,0.05,0.8531411290168762,15.99,0.98,47.43,99.53835,0.1501512292260304,3.125684,0.1399999999999999,13.134119688810516,4.363691,0.0360954911944797,31168
qmix,1,50048,10.330786,1.8222376,10.330786,1.8222376,10.330786,1.8222376,10.330786,1.8222376,10.330786,1.8222376,0.762272,3.237724542617798,5.04,0.01,36.55,51.65392,0.116167025467148,0.397995,0.0994987437106619,5.575616557834659,9.111186,0.0121272648857929,1172
qmix,1,100067,9.938946,1.360252,9.938946,1.360252,9.938946,1.360252,9.938946,1.360252,9.938946,1.360252,0.5246817500000001,4.987157344818115,5.51,0.0,74.95,49.694733,0.2211507062014425,1.322838,0.0,36.92245251875882,6.801261,0.0918891089737438,2428
qmix,1,150135,10.194852,1.4559005,10.194852,1.4559005,10.194852,1.4559005,10.194852,1.4559005,10.194852,1.4559005,0.28685875,6.805981636047363,5.08,0.0,62.47,50.974262,0.185857458730461,0.56,0.0,28.129505861283803,7.2795024,0.0690776537615136,3544
qmix,1,200151,13.685,2.0208652,13.685,2.0208652,13.685,2.0208652,13.685,2.0208652,13.685,2.0208652,0.05,5.520101070404053,6.33,0.0,110.48,68.425,0.3041264278982998,2.2452393,0.0,38.81403869735794,10.104327,0.0967104551905422,4292
qmix,1,250253,12.12,1.1572051,12.12,1.1572051,12.12,1.1572051,12.12,1.1572051,12.12,1.1572051,0.05,5.117280006408691,6.48,0.0,119.91,60.59999,0.3345054758805781,2.1516504,0.0,35.46719470158304,5.786026,0.0895265859195719,4850
qmix,1,300361,10.741666,1.6814921,10.741666,1.6814921,10.741666,1.6814921,10.741666,1.6814921,10.741666,1.6814921,0.05,4.017119884490967,5.68,0.0,83.98,53.70834,0.2429696704412345,1.8159297,0.0,37.362275091327085,8.40746,0.093610958377592,5341
qmix,1,350433,11.2507105,1.5071504,11.2507105,1.5071504,11.2507105,1.5071504,11.2507105,1.5071504,11.2507105,1.5071504,0.05,3.945709466934204,6.92,0.0,120.39,56.25356,0.3250779046089155,2.4194217,0.0,32.77617884989036,7.5357513,0.0815910508934679,5859
qmix,1,400469,11.629095,1.6009352,11.629095,1.6009352,11.629095,1.6009352,11.629095,1.6009352,11.629095,1.6009352,0.05,3.581619501113892,5.35,0.01,80.96,58.14546,0.2361871625087224,1.3369743,0.0994987437106619,31.268488930551158,8.004677,0.0801037974086527,6392
qmix,1,450500,11.316839,2.6327233,11.316839,2.6327233,11.316839,2.6327233,11.316839,2.6327233,11.316839,2.6327233,0.05,3.325239658355713,6.27,0.01,101.77,56.584194,0.2892538324504858,2.3488507,0.0994987437106619,39.48591014526574,13.163617,0.0961398718476668,6903
qmix,1,500527,17.83777,3.0914235,17.83777,3.0914235,17.83777,3.0914235,17.83777,3.0914235,17.83777,3.0914235,0.05,3.212410926818848,13.72,0.64,49.21,89.18885,0.1392147883377038,7.3404093,0.48,20.71487146955057,15.457118,0.0501134071023864,7470
qmix,1,550577,13.569364,2.8377516,13.569364,2.8377516,13.569364,2.8377516,13.569364,2.8377516,13.569364,2.8377516,0.05,3.032106637954712,6.12,0.11,79.69,67.84681,0.2291169708088273,3.037367,0.3128897569432403,23.360092037489924,14.188758,0.0530762882517916,8073
qmix,1,600657,14.914341,2.637682,14.914341,2.637682,14.914341,2.637682,14.914341,2.637682,14.914341,2.637682,0.05,2.972813129425049,6.01,0.15,76.05,74.5717,0.2186372683115769,2.7477078,0.3570714214271425,13.698448817293148,13.188409,0.0337500820445347,8679
qmix,1,650755,14.629952,3.0999284,14.629952,3.0999284,14.629952,3.0999284,14.629952,3.0999284,14.629952,3.0999284,0.05,4.4350104331970215,7.14,0.17,91.57,73.14976,0.2725962362525752,3.728324,0.3756327994198589,33.238006859617805,15.499642,0.0912752489999366,9264
qmix,1,700780,19.054657,3.791023,19.054657,3.791023,19.054657,3.791023,19.054657,3.791023,19.054657,3.791023,0.05,3.504399538040161,12.46,0.79,85.27,95.2733,0.2379765733383828,4.016018,0.4073082370883261,26.320279253837715,18.955114,0.0716875057809161,9843
qmix,1,750784,19.314264,2.7410896,19.314264,2.7410896,19.314264,2.7410896,19.314264,2.7410896,19.314264,2.7410896,0.05,2.9840328693389893,12.96,0.77,83.09,96.571335,0.2441287679516244,5.057509,0.4208325082500164,22.19733993072143,13.705448,0.0587187995522288,10397
qmix,1,800804,19.046253,2.372639,19.046253,2.372639,19.046253,2.372639,19.046253,2.372639,19.046253,2.372639,0.05,2.5748660564422607,11.18,0.8,73.14,95.23126,0.2098746966465842,3.305692,0.4,23.0121793839697,11.863195,0.0567716903268991,11038
