algorithm,seed,environment_steps,agent0/mean_episode_returns,agent0/std_episode_returns,agent1/mean_episode_returns,agent1/std_episode_returns,epsilon,loss,mean_action_mask,mean_battle_won,mean_episode_length,mean_episode_returns,mean_episode_time,std_action_mask,std_battle_won,std_episode_length,std_episode_returns,std_episode_time,updates
vdn,0,100003,9.838432,0.4426087,9.838432,0.4426087,0.7624928750000001,11.299409866333008,2.0,0.0,32.11,19.676865,0.056391899177106,0.0,0.0,0.646451854355759,0.8852174,0.0063665910525428,2321
vdn,0,200034,9.781962,0.5404462,9.781962,0.5404462,0.52491925,4.252652168273926,2.0,0.0,32.04,19.563925,0.0569041595514863,0.0,0.0,0.3136877428271624,1.0808924,0.0027251847490561,5127
vdn,0,300133,0.0,0.0,0.0,0.0,0.287184125,35.91581726074219,9.0,0.0,150.0,0.0,0.3038325203629211,0.24494897,0.0,0.0,0.0,0.0226720923378911,6611
vdn,0,400158,3.0807843,3.5216663,3.0807843,3.5216663,0.05,20.87363052368164,7.36,0.0,139.26,6.1615686,0.3017584621091373,3.5595505,0.0,21.494008467477627,7.0433326,0.0512439815908894,7310
vdn,0,500195,0.8345099,1.3042985,0.8345099,1.3042985,0.05,28.783180236816406,10.0,0.0,150.0,1.6690198,0.3512406854663277,1.2727922,0.0,0.0,2.608597,0.0434814783822914,7983
vdn,0,600215,1.4996077,1.5315331,1.4996077,1.5315331,0.05,15.49012279510498,10.24,0.0,150.0,2.9992154,0.3162466349772876,1.3573503,0.0,0.0,3.0630662,0.0076439375469584,8650
vdn,0,700265,4.1537256,1.2062083,4.1537256,1.2062083,0.05,14.761112213134766,10.93,0.0,150.0,8.307451,0.3169937570323236,1.601593,0.0,0.0,2.4124167,0.0068637101141576,9317
vdn,0,800315,0.3137255,0.59855014,0.3137255,0.59855014,0.05,14.30827522277832,10.35,0.0,150.0,0.627451,0.3188108528911834,0.8645808,0.0,0.0,1.1971003,0.0065169451355636,9984
vdn,0,900365,0.0,0.0,0.0,0.0,0.05,26.58993911743164,9.49,0.0,150.0,0.0,0.3230396412452683,0.85434186,0.0,0.0,0.0,0.0060563585980514,10651
vdn,0,1000415,0.0,0.0,0.0,0.0,0.05,12.82862949371338,8.66,0.0,150.0,0.0,0.3244574599980842,0.83928543,0.0,0.0,0.0,0.0074329940254443,11318
vdn,0,1100465,0.0,0.0,0.0,0.0,0.05,8.543651580810547,9.02,0.0,150.0,0.0,0.3278381945716683,0.42379245,0.0,0.0,0.0,0.0125546169649003,11985
vdn,0,1200515,0.050196085,0.36240387,0.050196085,0.36240387,0.05,5.239468574523926,9.79,0.0,150.0,0.10039217,0.3235582562000491,0.5530822,0.0,0.0,0.72480774,0.0109954875368184,12652
vdn,0,1300565,2.5160782,1.5305047,2.5160782,1.5305047,0.05,3.510993480682373,11.18,0.0,150.0,5.0321565,0.3196960762416711,1.6209874,0.0,0.0,3.0610094,0.0077032703759261,13319
vdn,0,1400699,0.51450986,0.85287184,0.51450986,0.85287184,0.05,20.10860824584961,10.58,0.0,150.0,1.0290197,0.3183764337265165,1.1151682,0.0,0.0,1.7057437,0.0071399853246142,13987
vdn,0,1500749,0.0,0.0,0.0,0.0,0.05,5.455883502960205,8.19,0.0,150.0,0.0,0.3218934407480992,1.1974556,0.0,0.0,0.0,0.0061975432302915,14654
vdn,0,1600862,1.8509805,1.8472545,1.8509805,1.8472545,0.05,3.411341905593872,10.99,0.0,150.0,3.701961,0.3159237149782711,1.4035313,0.0,0.0,3.694509,0.0077157091832306,15323
vdn,0,1700914,0.15686275,0.5707735,0.15686275,0.5707735,0.05,2.0524115562438965,9.85,0.0,150.0,0.3137255,0.3142469762387918,0.9733961,0.0,0.0,1.141547,0.0072492155766343,15993
vdn,0,1800932,5.1639223,0.9754997,5.1639223,0.9754997,0.05,3.7314705848693848,9.65,0.0,150.0,10.327845,0.3332129787787562,2.5273507,0.0,0.0,1.9509994,0.0213538468428382,16661
vdn,0,1901066,2.6541178,1.2258761,2.6541178,1.2258761,0.05,4.506907939910889,10.97,0.0,148.85,5.3082356,0.3177194296492962,2.0997856,0.0,11.44235552672613,2.4517522,0.0261607109154627,17331
vdn,0,2001142,1.267451,1.1188351,1.267451,1.1188351,0.05,4.693194389343262,11.38,0.0,150.0,2.534902,0.3214088133280166,0.7586831,0.0,0.0,2.2376702,0.0073265411422009,18002
vdn,0,2101244,8.238431,1.1247137,8.238431,1.1247137,0.05,3.746697664260864,5.89,0.0,131.97,16.476862,0.2836100995272864,2.774509,0.0,36.697262840707886,2.2494273,0.0823077134458973,18693
vdn,0,2201260,8.840786,0.58923626,8.840786,0.58923626,0.05,3.3453621864318848,2.12,0.0,43.76,17.681572,0.0830559133604401,0.5878775,0.0,22.00369059953352,1.1784725,0.0441572144458814,19458
vdn,0,2301261,9.675294,0.5187771,9.675294,0.5187771,0.05,3.874254465103149,2.0,0.0,32.08,19.350588,0.0587538562202826,0.0,0.0,0.3059411708155671,1.0375541,0.0024121878511855,21531
vdn,0,2401271,9.706667,0.80085456,9.706667,0.80085456,0.05,1.2852314710617063,4.07,0.0,106.68,19.413334,0.2039326312195044,1.7335224,0.0,56.52749419530288,1.6017091,0.1111858585816077,23848
vdn,0,2501389,9.73804,0.648919,9.73804,0.648919,0.05,4.831159114837647,2.29,0.0,44.49,19.47608,0.0826261425443226,0.9305374,0.0,33.18508550538931,1.297838,0.0656771453454169,25849
vdn,0,2601413,9.280002,1.5806162,9.280002,1.5806162,0.05,0.6970360279083252,2.38,0.0,50.02,18.560003,0.0941143670520978,1.0077698,0.0,38.649962483811024,3.1612325,0.0758649682770052,27396
vdn,0,2701516,6.249411,2.1860523,6.249411,2.1860523,0.05,0.9035365581512452,4.23,0.0,120.57,12.498822,0.2359017753944499,1.3845938,0.0,50.97494580673921,4.3721046,0.1019978412234721,29022
vdn,0,2801542,10.861176,0.59323156,10.861176,0.59323156,0.05,2.580641984939575,2.0,0.0,34.02,21.722351,0.063763549523428,0.0,0.0,0.3994996871087636,1.1864631,0.0029093717356383,31229
vdn,0,2901571,10.49098,0.50258785,10.49098,0.50258785,0.05,1.5554488897323608,2.0,0.0,34.91,20.98196,0.063871113313362,0.0,0.0,0.6339558344238185,1.0051757,0.0029911468377746,34047
vdn,0,3001602,10.892548,0.4738812,10.892548,0.4738812,0.05,1.2602587938308716,2.0,0.0,34.89,21.785095,0.0644702383398544,0.0,0.0,0.6147357155721472,0.9477624,0.0028624650743939,36902
vdn,0,3101602,11.86917,1.5257808,11.86917,1.5257808,0.05,0.5936518907546997,2.12,0.03,32.99,23.73834,0.0638033969909884,0.68234885,0.1705872210923198,0.3315116890850155,3.0515616,0.005235694077651,39908
vdn,0,3201611,11.207556,1.0383613,11.207556,1.0383613,0.05,2.12598729133606,2.04,0.01,32.98,22.415112,0.0605318399483803,0.397995,0.0994987437106619,0.2821347195933177,2.0767226,0.0021746401506931,42942
vdn,0,3301640,15.218662,4.477003,15.218662,4.477003,0.05,0.8461357951164246,3.76,0.44,32.61,30.437325,0.0602520988340256,1.9855478,0.4963869458396343,0.7334166619323561,8.954006,0.0032895842500146,45922
vdn,0,3401664,11.886433,2.4793293,11.886433,2.4793293,0.05,0.8859473466873169,2.28,0.07,31.93,23.772865,0.060093273728853,1.020588,0.2551470164434614,0.430232495285979,4.9586587,0.0054214137122729,49025
vdn,0,3501679,14.9551115,4.983695,14.9551115,4.983695,0.05,1.9261471033096316,3.84,0.46,32.41,29.910223,0.0598499375605024,1.9935895,0.4983974317750844,2.0449694374244327,9.96739,0.0046929046871076,52081
vdn,0,3601697,14.889851,5.170919,14.889851,5.170919,0.05,1.8947635889053345,3.84,0.46,34.42,29.779701,0.064754220857867,1.9935896,0.4983974317750844,11.733865518233964,10.341838,0.0240738349065941,55121
vdn,0,3701711,15.7551,4.840994,15.7551,4.840994,0.05,1.8852319717407229,4.2,0.53,35.48,31.5102,0.0658923758676974,2.0688162,0.4990991885387111,15.06086318907386,9.681988,0.0312738196012282,57973
vdn,0,3801715,14.187503,6.1350427,14.187503,6.1350427,0.05,1.6449249982833862,4.47,0.49,60.75,28.375006,0.1176897066400852,2.046729,0.4998999899979994,43.33598389329588,12.270085,0.0875926202724683,60348
vdn,0,3901786,14.042253,6.1475234,14.042253,6.1475234,0.05,2.06562876701355,4.62,0.48,62.42,28.084505,0.1233510220889002,2.0580573,0.4995998398718718,46.55538207339728,12.295047,0.0979099878482173,62087
vdn,1,100066,9.863529,0.36672348,9.863529,0.36672348,0.76234325,14.60826587677002,2.0,0.0,32.05,19.727058,0.0565888061583973,0.0,0.0,0.2179449471770336,0.73344696,0.0022861961261862,2310
vdn,1,200186,9.392941,0.4204858,9.392941,0.4204858,0.52455825,9.854191780090332,2.0,0.0,32.05,18.785883,0.0614729338011238,0.0,0.0,0.2179449471770336,0.8409716,0.0026351215842756,5015
vdn,1,300271,0.0,0.0,0.0,0.0,0.286856375,27.90594482421875,8.98,0.0,150.0,0.0,0.3649315208161715,0.37363082,0.0,0.0,0.0,0.0081482928470379,6375
vdn,1,400414,0.0,0.0,0.0,0.0,0.05,29.162353515625,9.53,0.0,150.0,0.0,0.3573372800200013,0.5376802,0.0,0.0,0.0,0.005887770540285,7051
vdn,1,500498,0.0,0.0,0.0,0.0,0.05,42.31401443481445,8.9,0.0,150.0,0.0,0.3532835116580827,0.62449974,0.0,0.0,0.0,0.0060476952824234,7719
vdn,1,600548,0.0,0.0,0.0,0.0,0.05,31.977331161499023,8.86,0.0,150.0,0.0,0.3510528012103168,0.70738953,0.0,0.0,0.0,0.0065032675697078,8386
vdn,1,700683,0.1254902,0.8829017,0.1254902,0.8829017,0.05,44.8776969909668,9.02,0.0,149.47,0.2509804,0.3480181041837204,1.0581114,0.0,5.273433416665088,1.7658035,0.0184367394413071,9055
vdn,1,800826,0.0,0.0,0.0,0.0,0.05,61.35896682739258,9.55,0.0,150.0,0.0,0.3394995496305637,0.5722762,0.0,0.0,0.0,0.0098596509094597,9723
vdn,1,900869,0.0,0.0,0.0,0.0,0.05,56.02800750732422,9.46,0.0,150.0,0.0,0.3356852704391349,0.7927168,0.0,0.0,0.0,0.0092776677626748,10390
vdn,1,1000976,0.0,0.0,0.0,0.0,0.05,55.61383438110352,9.15,0.0,150.0,0.0,0.3362334058404667,0.43301266,0.0,0.0,0.0,0.0076789918208671,11058
vdn,1,1101079,1.0164707,1.55167,1.0164707,1.55167,0.05,65.85052490234375,10.55,0.0,150.0,2.0329413,0.3453614792396547,1.0523782,0.0,0.0,3.10334,0.0069176237001442,11727
vdn,1,1201131,3.6392155,2.7407475,3.6392155,2.7407475,0.05,16.641759872436523,9.65,0.0,143.62,7.278431,0.3295856608217582,3.9354162,0.0,13.668781950122693,5.481495,0.0380118167860516,12401
vdn,1,1301215,4.0407844,3.3229084,4.0407844,3.3229084,0.05,17.990337371826172,8.31,0.0,143.94,8.081569,0.3294815508119063,4.2981277,0.0,12.39017352582279,6.645817,0.0338559008272713,13192
vdn,1,1401268,4.919216,0.7138616,4.919216,0.7138616,0.05,9.493884086608888,10.43,0.0,150.0,9.838432,0.3338960675266571,2.0359519,0.0,0.0,1.4277232,0.0066784559082831,13892
vdn,1,1501300,5.201569,1.268305,5.201569,1.268305,0.05,11.155739784240724,7.37,0.0,149.54,10.403138,0.3289441987720783,1.5274488,0.0,4.5769422106904525,2.53661,0.0126762142245283,14566
vdn,1,1601322,9.587452,0.8560971,9.587452,0.8560971,0.05,8.430767059326172,2.22,0.0,39.11,19.174904,0.0734423316887114,0.90088844,0.0,28.016743208303144,1.7121942,0.0558464226150225,15387
vdn,1,1701356,8.382746,1.4044815,8.382746,1.4044815,0.05,8.00192928314209,3.77,0.0,81.15,16.765491,0.1680968228791607,2.7271044,0.0,54.79860855897712,2.808963,0.1199662264473674,17037
vdn,1,1801388,10.729412,0.9200237,10.729412,0.9200237,0.05,1.7567075490951538,2.0,0.0,33.01,21.458824,0.0635037212184397,0.0,0.0,0.1729161646579058,1.8400474,0.0030956401503267,19767
vdn,1,1901392,10.352941,0.5576906,10.352941,0.5576906,0.05,4.097232341766357,2.0,0.0,34.0,20.705881,0.0659599153877934,0.0,0.0,0.2449489742783178,1.1153812,0.0030229514226416,22767
vdn,1,2001393,10.748235,0.73524296,10.748235,0.73524296,0.05,8.260025024414062,2.08,0.0,38.0,21.49647,0.073578679121565,0.56,0.0,19.87863174365882,1.4704859,0.0409741356280103,25296
vdn,1,2101519,6.318431,2.433758,6.318431,2.433758,0.05,1.308153748512268,5.7,0.0,121.94,12.636862,0.2633906692202435,3.6945906,0.0,42.185973972399886,4.867516,0.0958704064151979,26959
vdn,1,2201524,11.156076,0.5721857,11.156076,0.5721857,0.05,1.5583564043045044,2.04,0.0,36.81,22.312153,0.0722757587087107,0.39799502,0.0,16.395545126649495,1.1443714,0.0368813684071415,28468
vdn,1,2301527,11.212549,0.37284526,11.212549,0.37284526,0.05,0.7670605182647705,2.0,0.0,33.01,22.425098,0.0654003175196703,0.0,0.0,0.2233830790368867,0.7456905,0.0028478001558436,31187
vdn,1,2401546,14.648526,4.2922196,14.648526,4.2922196,0.05,1.0104918479919434,3.48,0.37,32.35,29.297052,0.0644606941810343,1.9312172,0.4828043081829324,0.9937303457175894,8.584439,0.0034482967991875,34192
vdn,1,2501578,14.665896,4.4938917,14.665896,4.4938917,0.05,1.1444859504699707,3.56,0.39,32.61,29.331793,0.0643682154361158,1.9509997,0.487749935930288,0.6307931515164064,8.987783,0.0032907725802447,37299
vdn,1,2601578,12.995459,3.7787304,12.995459,3.7787304,0.05,1.9605265855789185,2.8,0.2,33.35,25.990917,0.0683895604504505,1.6,0.4,6.938839960685076,7.557461,0.0155677072286325,40268
vdn,1,2701630,14.650159,4.9259152,14.650159,4.9259152,0.05,1.4786001443862915,3.72,0.43,36.18,29.300318,0.0727374112885445,1.980303,0.4950757517794625,16.067594717318457,9.8518305,0.0327135830634691,43041
vdn,1,2801644,16.669472,4.594905,16.669472,4.594905,0.05,2.0903162956237797,4.46,0.62,33.87,33.338943,0.0666933295800117,1.9360785,0.4853864439804639,13.841715934088516,9.18981,0.0287578385668166,46074
vdn,1,2901649,16.686058,4.528239,16.686058,4.528239,0.05,1.466784119606018,4.48,0.62,31.89,33.372116,0.0640866592450765,1.9415457,0.4853864439804639,1.0089103032480142,9.056478,0.0035463180415924,48999
vdn,1,3001658,17.391197,4.2195854,17.391197,4.2195854,0.05,1.305980563163757,4.76,0.69,31.46,34.782394,0.0615740962116979,1.849973,0.462493243193887,1.228169369427523,8.439171,0.0040176749129605,52094
vdn,1,3101661,17.328556,4.2240314,17.328556,4.2240314,0.05,1.3456896543502808,4.7,0.68,31.82,34.657112,0.0621031958254752,1.8627937,0.466476151587624,0.9631199302267603,8.448063,0.0029604156983535,55223
vdn,1,3201681,17.56354,4.1806064,17.56354,4.1806064,0.05,0.7679651379585266,4.84,0.71,31.76,35.12708,0.0618592025479301,1.8150485,0.4537620521815371,1.1056219968868202,8.361213,0.0039799303660947,58363
vdn,1,3301686,17.894585,3.9247718,17.894585,3.9247718,0.05,0.8607282638549805,4.96,0.74,31.67,35.78917,0.061133551262319,1.7545371,0.4386342439892262,0.9061456836513652,7.8495436,0.0031068537455235,61494
vdn,1,3401688,17.394354,4.2504992,17.394354,4.2504992,0.05,0.7887260913848877,4.76,0.69,31.81,34.788708,0.0626827829278772,1.849973,0.462493243193887,0.9454628496138808,8.5009985,0.0031115585422583,64580
vdn,1,3501714,18.463543,3.7860677,18.463543,3.7860677,0.05,0.7709984183311462,5.28,0.82,31.81,36.927086,0.0614315428771078,1.5367498,0.3841874542459709,2.496777923644793,7.5721354,0.0059666074021451,67647
vdn,1,3601729,18.21002,3.793178,18.21002,3.793178,0.05,0.7353500127792358,5.12,0.78,31.86,36.42004,0.0602297317492775,1.6569853,0.4142463035441596,0.9488940931421166,7.586356,0.0029194393721323,70715
vdn,1,3701731,17.887959,3.947582,17.887959,3.947582,0.05,0.8113600611686707,4.96,0.74,31.72,35.775917,0.06033698255138,1.7545371,0.4386342439892262,0.9495261976375377,7.895164,0.0030039406512263,73851
vdn,1,3801749,18.456268,3.5249138,18.456268,3.5249138,0.05,0.5264670252799988,5.2,0.8,31.6,36.912537,0.060365192052559,1.5999999,0.4,0.8831760866327847,7.0498276,0.0036245196203179,76995
vdn,1,3901781,18.091877,3.7817776,18.091877,3.7817776,0.05,0.6534315347671509,5.04,0.76,31.46,36.183754,0.0594608757906826,1.7083327,0.4270831300812525,1.2117755567760886,7.5635552,0.0065368575986009,80136
vdn,2,100029,9.687843,0.48860663,9.687843,0.48860663,0.7624311250000001,11.733039855957031,2.0,0.0,32.89,19.375687,0.0607813512615393,0.0,0.0,8.057164513648706,0.97721326,0.017301763638111,2359
vdn,2,200050,9.6941185,0.4890496,9.6941185,0.4890496,0.52488125,6.4117512702941895,2.03,0.0,33.22,19.388237,0.058701616692706,0.29849628,0.0,11.738466680107756,0.9780992,0.0233116345783535,5126
vdn,2,300197,0.0,0.0,0.0,0.0,0.2870321249999999,6.292552947998047,9.1,0.0,150.0,0.0,0.3110086016816785,0.51961523,0.0,0.0,0.0,0.0090659027908321,6743
vdn,2,400346,0.0,0.0,0.0,0.0,0.05,49.47605514526367,9.54,0.0,150.0,0.0,0.2884027691476513,0.6390618,0.0,0.0,0.0,0.0060754664595277,7419
vdn,2,500396,0.037647057,0.3177158,0.037647057,0.3177158,0.05,31.700551986694336,8.73,0.0,150.0,0.075294115,0.2753793895401759,0.7190966,0.0,0.0,0.6354316,0.0055444437389578,8086
vdn,2,600446,0.0,0.0,0.0,0.0,0.05,44.60092544555664,9.02,0.0,150.0,0.0,0.2756427958601853,0.5473573,0.0,0.0,0.0,0.006096049538508,8753
vdn,2,700496,0.01254902,0.087843135,0.01254902,0.087843135,0.05,36.71776580810547,8.65,0.0,150.0,0.02509804,0.2434671341400826,0.6062178,0.0,0.0,0.17568627,0.0038088444893841,9420
vdn,2,800636,0.3262745,1.6008734,0.3262745,1.6008734,0.05,34.186500549316406,8.37,0.0,149.86,0.652549,0.2177755678916582,1.5469646,0.0,0.8126499861564019,3.2017467,0.0044552957716584,10088
vdn,2,900695,2.4972548,2.9828415,2.4972548,2.9828415,0.05,18.208829879760746,8.68,0.0,149.8,4.9945097,0.2085255395900458,3.187099,0.0,0.7211102550927978,5.965683,0.0039086600341785,10760
vdn,2,1000734,6.6949024,2.3054962,6.6949024,2.3054962,0.05,10.530903816223145,5.62,0.0,145.59,13.389805,0.2036088816204574,4.029342,0.0,6.249951999815679,4.6109924,0.0106548979393423,11441
vdn,2,1100775,8.326275,1.3276336,8.326275,1.3276336,0.05,10.49392318725586,2.58,0.0,142.81,16.65255,0.1949564366904087,1.5822767,0.0,4.840857362079572,2.6552672,0.0079806515808128,12148
vdn,2,1200840,8.288628,1.2336876,8.288628,1.2336876,0.05,6.322808742523193,2.0,0.0,134.32,16.577255,0.1844475957535905,0.0,0.0,4.694422222169624,2.4673753,0.0076532690186617,12880
vdn,2,1300944,8.276079,1.2413228,8.276079,1.2413228,0.05,3.891339302062988,2.03,0.0,128.07,16.552158,0.1749784124991856,0.29849628,0.0,6.978903925402614,2.4826455,0.0098607962494089,13624
vdn,2,1401053,8.445491,1.091909,8.445491,1.091909,0.05,8.97683334350586,2.0,0.0,132.6,16.890982,0.1817093945795204,0.0,0.0,9.403190947758109,2.183818,0.0153114229184133,14430
vdn,2,1501163,9.989021,0.8903616,9.989021,0.8903616,0.05,2.7597641944885254,2.0,0.0,119.53,19.978043,0.160443124580197,0.0,0.0,9.74418288005721,1.7807232,0.0140164315333611,15248
vdn,2,1601266,8.621178,1.6827388,8.621178,1.6827388,0.05,1.83013653755188,2.0,0.0,115.88,17.242355,0.1578961350495228,0.0,0.0,4.862674161405431,3.3654776,0.0071757983374156,16074
vdn,2,1701369,6.4000006,1.0423999,6.4000006,1.0423999,0.05,8.248069763183594,7.03,0.0,142.97,12.800001,0.1991883766994578,2.6474705,0.0,21.260035277487194,2.0847998,0.0309455913477152,17041
vdn,2,1801411,9.34902,0.8252829,9.34902,0.8252829,0.05,5.241454601287842,2.04,0.0,82.36,18.69804,0.1044169695716118,0.397995,0.0,23.428836932293503,1.6505657,0.0303804654360143,18508
vdn,2,1901473,9.92,0.9708067,9.92,0.9708067,0.05,7.192420959472656,2.41,0.0,83.26,19.84,0.108929125018185,1.5039614,0.0,32.92312864841372,1.9416134,0.0457586774552496,19588
vdn,2,2001499,9.47451,0.9114252,9.47451,0.9114252,0.05,3.8324391841888423,4.09,0.0,106.15,18.94902,0.1431910479452926,3.0499017,0.0,42.57684229719249,1.8228503,0.0625208516261878,20756
vdn,2,2101513,10.05804,0.9409882,10.05804,0.9409882,0.05,3.784918785095215,3.29,0.0,109.22,20.11608,0.1404669233801541,1.7395114,0.0,38.69847025400358,1.8819764,0.05149256359433,22149
vdn,2,2201535,10.089413,0.80685407,10.089413,0.80685407,0.05,2.2536044120788574,3.09,0.0,104.74,20.178825,0.1324724308191798,1.9600766,0.0,46.23821363331417,1.6137081,0.0607481753015766,23009
vdn,2,2301642,10.644773,1.2650323,10.644773,1.2650323,0.05,1.364565372467041,5.06,0.01,114.59,21.289545,0.1522196387685835,2.9489658,0.0994987437106619,48.67835145113277,2.5300646,0.0679545427838033,23930
vdn,2,2401668,11.981487,2.6978424,11.981487,2.6978424,0.05,2.1361958980560303,2.83,0.08,82.89,23.962975,0.1034869962575612,1.6374065,0.2712931993250107,44.81426000727893,5.3956847,0.0574631934714535,25223
vdn,2,2501695,16.061071,4.3397684,16.061071,4.3397684,0.05,3.003263235092163,4.08,0.52,32.12,32.122143,0.0409471241990104,1.9983994,0.4995998398718718,0.9724196624914572,8.679537,0.0011692961368046,27985
vdn,2,2601709,16.029322,4.568624,16.029322,4.568624,0.05,2.7949507236480717,4.16,0.54,38.45,32.058643,0.0485206353728426,1.9935896,0.4983974317750844,18.43169823971736,9.137248,0.023632738137719,30901
vdn,2,2701743,11.177308,1.7415074,11.177308,1.7415074,0.05,1.8500131368637085,2.08,0.02,34.92,22.354616,0.0451558904279954,0.56,0.1399999999999999,0.4621688003316537,3.4830148,0.0008414565269716,33082
vdn,2,2801753,16.019938,4.8090935,16.019938,4.8090935,0.05,2.4331753253936768,4.24,0.56,32.34,32.039875,0.0403575678961351,1.9855478,0.4963869458396343,1.0219589032832972,9.618187,0.0011480792026823,36038
vdn,2,2901778,16.216148,4.9078655,16.216148,4.9078655,0.05,1.9462885856628416,4.43,0.58,35.84,32.432297,0.0450234203611034,1.9455334,0.4935585071701227,20.16964055207728,9.815731,0.0256924382018985,39066
vdn,2,3001794,16.374266,4.711801,16.374266,4.711801,0.05,2.615248441696167,4.36,0.59,32.16,32.74853,0.0412684233073378,1.9673333,0.4918333050943175,1.0365326815879952,9.423602,0.0013339151583418,41885
vdn,2,3101807,16.939413,4.3924794,16.939413,4.3924794,0.05,2.037447929382324,4.56,0.64,33.66,33.878826,0.0437440078688086,1.9200001,0.48,10.12247005429011,8.784959,0.0134513870971515,44845
vdn,2,3201835,16.792978,4.4058986,16.792978,4.4058986,0.05,1.1760636568069458,4.48,0.62,32.31,33.585957,0.0402656420442508,1.9415457,0.4853864439804639,1.0458967444255671,8.811797,0.0011757066043253,47852
vdn,2,3301851,15.942682,4.8095484,15.942682,4.8095484,0.05,1.391613483428955,4.2,0.55,33.27,31.885365,0.0417605149711016,1.989975,0.49749371855331,7.357791788301705,9.619097,0.0095747796857812,50815
vdn,2,3401862,16.309328,4.5375714,16.309328,4.5375714,0.05,1.3501759767532349,4.28,0.57,32.23,32.618656,0.0403110874880803,1.980303,0.4950757517794625,0.9471536306217698,9.075143,0.0010248949765571,53864
vdn,2,3501872,16.185307,4.8115745,16.185307,4.8115745,0.05,1.1916643381118774,4.32,0.58,32.8,32.370613,0.042466176659218,1.974234,0.4935585071701227,5.362835071116768,9.623149,0.007688789477985,56932
vdn,2,3601887,17.079802,4.409896,17.079802,4.409896,0.05,0.7854574918746948,4.64,0.66,32.55,34.159603,0.0422054108727024,1.8948352,0.4737087712930805,4.179413834498805,8.819792,0.005648042661148,60009
vdn,2,3701894,17.236164,4.15001,17.236164,4.15001,0.05,1.072765588760376,4.64,0.66,32.16,34.47233,0.0403175033256411,1.8948352,0.4737087712930805,1.585685971433184,8.30002,0.0019994245206621,63080
vdn,2,3801908,17.428694,4.164563,17.428694,4.164563,0.05,0.9207158088684082,4.76,0.69,31.98,34.857388,0.0401543684006901,1.849973,0.462493243193887,0.9053176238205022,8.329126,0.0009647310100975,66165
vdn,2,3901922,16.501245,4.5868587,16.501245,4.5868587,0.05,0.74620121717453,4.4,0.6,32.16,33.00249,0.0412400499969953,1.9595919,0.4898979485566356,0.9871170143402452,9.1737175,0.0012334414450581,69257
qmix,0,100030,9.73804,0.5432436,9.73804,0.5432436,0.76242875,5.449552536010742,2.02,0.0,33.81,19.47608,0.0593222503899596,0.1989975,0.0,13.160315345765843,1.0864872,0.0264137859208992,2290
qmix,0,200110,8.890981,0.7320232,8.890981,0.7320232,0.5247387499999999,3.2670228481292725,3.69,0.0,114.61,17.781961,0.2476847441639984,1.2624975,0.0,54.05920735637916,1.4640464,0.1191626514614789,4747
qmix,0,300183,0.5145098,1.9245056,0.5145098,1.9245056,0.287065375,3.60948634147644,9.57,0.0,146.82,1.0290196,0.3618406104517635,1.5953369,0.0,16.656158020383934,3.8490112,0.0436864592263929,6286
qmix,0,400253,0.00627451,0.062430587,0.00627451,0.062430587,0.05,13.87583065032959,9.31,0.0,150.0,0.01254902,0.3547687175683677,0.74424464,0.0,0.0,0.12486117,0.0060593153109225,7026
qmix,0,500282,0.0,0.0,0.0,0.0,0.05,12.681940078735352,8.93,0.0,150.0,0.0,0.3418534600333078,0.7778817,0.0,0.0,0.0,0.0059390606034719,7695
qmix,0,600332,0.0,0.0,0.0,0.0,0.05,15.115360260009766,9.48,0.0,150.0,0.0,0.3362222640874097,0.64000005,0.0,0.0,0.0,0.0089279055760943,8362
qmix,0,700382,0.4141177,0.9058793,0.4141177,0.9058793,0.05,18.352767944335938,10.24,0.0,150.0,0.8282354,0.3453426245512673,1.0594338,0.0,0.0,1.8117586,0.0106575362632083,9029
qmix,0,800432,0.0,0.0,0.0,0.0,0.05,19.1007080078125,8.78,0.0,150.0,0.0,0.3425834891898557,0.81951207,0.0,0.0,0.0,0.0078215086985368,9696
qmix,0,900482,0.02509804,0.15163037,0.02509804,0.15163037,0.05,18.288333892822266,8.67,0.0,150.0,0.05019608,0.3436855145968729,0.6936137,0.0,0.0,0.30326074,0.0092835125193164,10363
qmix,0,1000532,0.11921569,0.2762923,0.11921569,0.2762923,0.05,11.71850872039795,8.39,0.0,150.0,0.23843138,0.3427001929475227,0.5812917,0.0,0.0,0.5525846,0.0063404979504171,11030
qmix,0,1100582,0.614902,0.8275696,0.614902,0.8275696,0.05,7.151355266571045,9.33,0.0,150.0,1.229804,0.3484087187470868,1.0867844,0.0,0.0,1.6551392,0.009910524118863,11697
qmix,0,1200620,1.7003925,2.4691532,1.7003925,2.4691532,0.05,9.488165855407717,8.11,0.0,145.65,3.400785,0.3399219100369373,1.9590558,0.0,18.317955671962963,4.9383063,0.0451349164733254,12378
qmix,0,1300635,11.107164,1.0701505,11.107164,1.0701505,0.05,8.661131858825684,2.04,0.01,32.17,22.214329,0.0631148828892037,0.39799502,0.0994987437106619,0.7622991538759569,2.140301,0.0023058444727762,13867
qmix,0,1400637,11.218823,0.90178466,11.218823,0.90178466,0.05,3.4163973331451416,2.0,0.0,32.07,22.437647,0.0610728012624895,0.0,0.0,0.2917190429162964,1.8035693,0.0042519562429383,16730
