algorithm,seed,environment_steps,agent0/mean_episode_returns,agent0/std_episode_returns,agent1/mean_episode_returns,agent1/std_episode_returns,epsilon,loss,mean_episode_length,mean_episode_returns,mean_episode_time,std_episode_length,std_episode_returns,std_episode_time,updates
vdn,3,300072,0.036785714,0.088619664,0.05476191,0.16854388,0.287329,0.7390016913414001,50.0,0.09154762,0.012916414704523,0.0,0.21089444,0.0022724596619233,6044
vdn,3,400076,0.075,0.1440968,0.082499996,0.13493569,0.05,1.0461972951889038,50.0,0.1575,0.0131671478564385,0.0,0.20120987,0.0021744413164412,8073
vdn,3,500123,0.068333335,0.11044155,0.09303571,0.16244671,0.05,0.5574585795402527,50.0,0.16136907,0.0137048646080074,0.0,0.1782332,0.002146802525134,10089
vdn,3,600153,0.08416667,0.15523057,0.11999999,0.15816659,0.05,0.778522789478302,50.0,0.20416668,0.0133917605009628,0.0,0.25499865,0.0025231764551528,12110
vdn,3,700186,0.12666667,0.2578975,0.058809526,0.106618024,0.05,0.5828114748001099,49.05,0.18547618,0.0109204938024049,4.14095399636364,0.27473643,0.0018430250248392,14135
vdn,3,800198,0.08428572,0.14711975,0.10666666,0.19793378,0.05,0.4690427482128143,50.0,0.19095239,0.0112274354643886,0.0,0.24890189,0.0013488428852808,16164
vdn,3,900206,0.034285717,0.08310308,0.10630952,0.17719832,0.05,0.6731512546539307,50.0,0.14059524,0.0107342478557256,0.0,0.20759869,0.00168817713072,18217
vdn,3,1000221,0.087142855,0.12620036,0.09636905,0.13951623,0.05,0.4572567343711853,50.0,0.18351191,0.0111843770020641,0.0,0.20547642,0.001254600197211,20270
vdn,3,1100261,0.05928572,0.13823044,0.043333333,0.08881815,0.05,0.6305826902389526,50.0,0.10261905,0.0109772498981328,0.0,0.16263473,0.0017329178471719,22347
vdn,3,1200287,0.1138889,0.201633,0.06319444,0.1275568,0.05,1.0541019439697266,48.2,0.17708334,0.0102850791910896,7.846018098373213,0.25972128,0.0018819738770193,24451
vdn,3,1300326,0.037142854,0.07675166,0.0725,0.11882234,0.05,0.5970130562782288,50.0,0.10964285,0.0118136708944803,0.0,0.14447786,0.0015849738687277,26580
vdn,3,1400370,0.1597619,0.17526284,0.14623018,0.20770311,0.05,0.7688066363334656,49.35,0.30599207,0.0111051499552559,2.8332843133014376,0.29489872,0.0013750905801803,28769
vdn,3,1500377,0.09366072,0.15898521,0.07741071,0.12687406,0.05,1.3243502378463743,48.15,0.17107144,0.0101111354480963,8.063963045550244,0.25880885,0.0025064895204959,31078
vdn,3,1600379,0.21428573,0.2731314,0.16220239,0.2042206,0.05,1.826911211013794,42.55,0.37648812,0.0097661938983947,13.283354245069278,0.4082184,0.0037659312138351,33481
vdn,3,1700419,0.24815479,0.25810513,0.31809527,0.26528302,0.05,1.2252501249313354,36.85,0.56624997,0.0091870729549555,17.765908364055015,0.444882,0.0048981303870156,36166
vdn,3,1800429,0.41578373,0.24814475,0.3550496,0.23978229,0.05,2.6774888038635254,30.25,0.7708333,0.0071152061573229,16.624906014771934,0.3544117,0.003518964924061,39078
vdn,3,1900448,0.3819246,0.323417,0.3014087,0.2933365,0.05,2.603945016860962,30.45,0.68333334,0.0070376144547481,17.05131959702826,0.4437842,0.0042175834834948,42182
vdn,3,2000469,0.30470237,0.24350554,0.40267858,0.31926045,0.05,3.3637616634368896,35.4,0.7073809,0.0089317936857696,15.888360519575327,0.3754105,0.0041682802243872,45042
vdn,3,2100490,0.33620042,0.22773771,0.37897816,0.22813658,0.05,2.7155797481536865,35.0,0.7151786,0.0083403499011183,15.652475842498529,0.33313277,0.0039368971542298,48054
vdn,3,2200490,0.4456151,0.32850134,0.24521823,0.22279514,0.05,2.9705018997192383,34.6,0.69083333,0.0060414731502532,16.557173671855953,0.40652573,0.0028544507785324,51146
vdn,3,2300503,0.4103373,0.22101188,0.46744052,0.23099004,0.05,2.291151762008667,27.5,0.87777776,0.0052905875461874,14.558502670261117,0.30812052,0.0026084848932842,54647
vdn,3,2400535,0.41097227,0.1996418,0.53902775,0.21508051,0.05,2.640480756759644,22.85,0.95,0.0044749541906639,10.546444898637644,0.21794495,0.0019605861291621,58280
vdn,3,2500541,0.36129874,0.23852383,0.40082255,0.27822042,0.05,1.7888977527618408,29.2,0.7621212,0.0067218582524219,14.211263138792413,0.3856083,0.0028410415808969,62108
vdn,3,2600553,0.46689487,0.2642239,0.37060517,0.23273847,0.05,1.9074739217758176,26.5,0.8375,0.0051451751030981,13.275918047351754,0.35597578,0.0025580942180702,66200
vdn,3,2700558,0.44190478,0.13959691,0.5280953,0.18458878,0.05,1.5210496187210083,22.3,0.96999997,0.0040413728944258,8.866228059327145,0.13076694,0.0015294577184967,70369
vdn,3,2800568,0.4180159,0.2563115,0.41198412,0.25430334,0.05,1.8113213777542116,22.5,0.83000004,0.0048131958494195,14.15450458334731,0.35930488,0.0037043800300378,74593
vdn,3,2900570,0.39006945,0.2808989,0.40993056,0.28788263,0.05,1.3311938047409058,23.0,0.8,0.005009114506538,13.79130160644745,0.4,0.0027936324125277,78929
vdn,3,3000583,0.43609127,0.22557993,0.44390875,0.23627187,0.05,1.0887914896011353,22.85,0.88,0.005382229204406,12.092456326156404,0.30594116,0.003457109812503,83470
vdn,3,3100589,0.47073418,0.19881523,0.47926587,0.19988516,0.05,1.3965705633163452,21.45,0.95,0.0044539417081978,9.881674959236417,0.21794495,0.0020402668463403,88040
vdn,3,3200606,0.3805357,0.28105,0.44696426,0.28865728,0.05,1.2020275592803955,27.35,0.8275,0.0058151082484982,13.77053012777649,0.35407448,0.0028447209508709,92675
vdn,3,3300622,0.5325992,0.27546504,0.41740078,0.26480383,0.05,1.0558831691741943,19.6,0.95,0.0046677354985149,8.668333173107735,0.21794495,0.0020484238131697,97207
vdn,3,3400642,0.47351193,0.22916378,0.42648807,0.21866335,0.05,1.2350672483444214,22.0,0.9,0.0045480354456231,10.648943609579309,0.29999998,0.0021648659770528,101902
vdn,3,3500667,0.44573417,0.2456124,0.5042659,0.2514996,0.05,1.0210529565811155,18.85,0.95,0.003937681246316,8.522176951929595,0.21794495,0.0017555258033337,106840
vdn,3,3600682,0.534623,0.18975109,0.46537703,0.18975107,0.05,0.9765995740890504,19.5,1.0,0.0046735605486901,6.960603422117942,3.7697287e-08,0.0018713629610584,111945
vdn,3,3700683,0.47222227,0.20349291,0.5077778,0.19524464,0.05,0.9771474599838256,19.8,0.98,0.0043092686450108,9.511046209539726,0.08717796,0.0021644507028537,117202
vdn,3,3800705,0.50954366,0.24460605,0.49045634,0.24460605,0.05,0.9165599346160888,18.6,1.0,0.0039536356489406,6.240192304729078,0.0,0.0012785913902984,122370
vdn,3,3900724,0.4429167,0.27007246,0.5570833,0.27007246,0.05,0.8081215620040894,15.8,1.0,0.0033636021486017,5.436910887627275,0.0,0.0011133887556296,127632
vdn,4,100005,0.060595237,0.11004914,0.078452386,0.14528391,0.7624881250000001,0.992994785308838,50.0,0.13904761,0.0166408750577829,0.0,0.16646485,0.0047004925475777,1971
vdn,4,200008,0.0071428576,0.031134993,0.051428575,0.11161157,0.524981,1.058274507522583,50.0,0.058571436,0.0164180417545139,0.0,0.11265805,0.0016279296501329,4007
vdn,4,300014,0.026190478,0.081753746,0.069880955,0.10082504,0.28746675,0.7840850949287415,50.0,0.09607143,0.0089018249505897,0.0,0.122486696,0.0003208650889332,6056
vdn,4,400026,0.01,0.043588992,0.06041667,0.13532048,0.05,1.355492353439331,50.0,0.070416674,0.0094005084014497,0.0,0.13785245,0.0011409868521282,8091
vdn,4,500060,0.08761905,0.12937492,0.026666667,0.06377043,0.05,0.6616612672805786,50.0,0.11428572,0.0093277292064158,0.0,0.15641244,0.0003853986626912,10108
vdn,4,600101,0.04722222,0.11788385,0.122777775,0.22877763,0.05,0.5655128955841064,50.0,0.17,0.0106231562560424,0.0,0.25400132,0.0022364538641515,12124
vdn,4,700119,0.09944444,0.18248878,0.10055556,0.17713338,0.05,0.8453491926193237,48.6,0.2,0.0093978041986702,6.102458520956943,0.29116625,0.0022714094612285,14158
vdn,4,800139,0.04047619,0.14698406,0.039166667,0.095637485,0.05,0.5692875981330872,49.95,0.079642855,0.0104816957464208,0.2179449471770336,0.22316457,0.0021147975749158,16190
vdn,4,900140,0.043333333,0.08809718,0.074285716,0.13897218,0.05,0.6008316874504089,50.0,0.11761905,0.0107108708005398,0.0,0.17574494,0.0024513934436206,18235
vdn,4,1000174,0.0942262,0.22234428,0.06339286,0.13125338,0.05,0.367689847946167,49.8,0.15761906,0.0111518498510122,0.8717797887081347,0.23391855,0.0025935582849216,20301
vdn,4,1100202,0.100833334,0.116365686,0.07190476,0.12690187,0.05,0.9077209234237672,50.0,0.1727381,0.0110671957518206,0.0,0.17394072,0.0009845498144657,22373
vdn,4,1200246,0.16853175,0.2333238,0.0988889,0.16809206,0.05,0.4805546998977661,45.8,0.26742062,0.0099274439038708,10.989085494252922,0.341875,0.003278613505611,24439
vdn,4,1300281,0.10166667,0.23862454,0.01,0.043588992,0.05,0.8103365898132324,49.1,0.111666664,0.0083620708988746,3.9230090491866063,0.23834498,0.0007011417280051,26529
vdn,4,1400310,0.13630953,0.25300112,0.051666666,0.10876836,0.05,0.8336399793624878,49.05,0.18797621,0.0101681230065878,3.338787204959309,0.32588226,0.0021986997668386,28623
vdn,4,1500352,0.091031745,0.15407726,0.08861111,0.16199447,0.05,0.5596291422843933,49.15,0.17964286,0.0171257876005256,3.705064102009573,0.28603896,0.0026100391037353,30753
vdn,4,1600360,0.050297618,0.13033508,0.12916668,0.19855757,0.05,1.02201509475708,50.0,0.1794643,0.0175483375496696,0.0,0.21794589,0.003166487901842,32917
vdn,4,1700403,0.0675,0.16452584,0.1527381,0.13004453,0.05,1.604877471923828,49.45,0.22023809,0.0175025147036649,2.3973944189473704,0.22496818,0.0019267722577964,35139
vdn,4,1800405,0.14777778,0.2055961,0.13166668,0.23291035,0.05,1.2816860675811768,43.15,0.27944443,0.0167413876450154,14.388450229263748,0.38277775,0.0060725346828673,37369
vdn,4,1900410,0.32049605,0.24860929,0.33474207,0.25502622,0.05,1.081188678741455,35.4,0.6552381,0.0132173749938374,16.353592877407703,0.39645007,0.0069600991624882,39693
vdn,4,2000420,0.28535715,0.30573437,0.095833346,0.18544222,0.05,1.1642826795578003,42.35,0.38119048,0.0101916331943357,14.252280519271292,0.3914078,0.0036105255664755,42165
vdn,4,2100467,0.1247619,0.13847527,0.25515875,0.31226954,0.05,1.3222802877426147,41.75,0.37992066,0.0102878084580879,15.079373329153968,0.43035498,0.0033908674188683,44698
vdn,4,2200469,0.3519544,0.24366294,0.45012897,0.29694617,0.05,1.7249460220336914,27.0,0.8020833,0.0066844540531747,16.834488409215172,0.3376993,0.0044880451038083,47341
vdn,4,2300510,0.34762898,0.26945874,0.33237103,0.26781613,0.05,1.5840970277786257,29.85,0.68,0.0069427957088919,17.47076128850715,0.42557046,0.0043802540712407,50128
vdn,4,2400537,0.39547622,0.315384,0.3152381,0.28026995,0.05,2.7520265579223637,31.8,0.7107143,0.0081659896502969,16.590961394687167,0.41309866,0.0041498201396846,52980
vdn,4,2500572,0.2989881,0.3036945,0.35101193,0.32385665,0.05,2.668039321899414,31.4,0.65,0.0067774813622236,16.362762602934747,0.4530759,0.00400934351214,56071
vdn,4,2600597,0.42470235,0.19894522,0.42386904,0.22097063,0.05,2.0183653831481934,25.5,0.8485714,0.0066001166473142,14.881196188478937,0.29240906,0.00445661433778,59375
vdn,4,2700606,0.3210119,0.3166128,0.31125003,0.27407843,0.05,2.433514356613159,39.5,0.63226193,0.0124901333503657,13.548062592119951,0.41856197,0.0058439668294206,62730
vdn,4,2800622,0.32341272,0.24439594,0.39765874,0.28560254,0.05,2.383986711502075,33.45,0.7210714,0.0079466062568826,15.140921372228313,0.40927687,0.0045367584264134,66185
vdn,4,2900637,0.4838492,0.24382426,0.3736508,0.20915784,0.05,2.209427118301392,23.5,0.85749996,0.0057920521969208,13.687585616170589,0.3175197,0.0034829998234637,69692
vdn,4,3000667,0.5025397,0.2725314,0.3999603,0.2472789,0.05,1.706058144569397,26.55,0.9025,0.0055642936495132,13.354680827335413,0.23370652,0.0029900257808389,73119
vdn,4,3100704,0.44813496,0.25123382,0.42964283,0.2416385,0.05,1.8772929906845093,22.4,0.87777776,0.0053909707610728,13.15066538240556,0.30812055,0.0034601515787984,77089
vdn,4,3200743,0.44800597,0.27130663,0.31532738,0.2309065,0.05,1.966091871261597,28.0,0.7633333,0.0061089438502676,15.836666315863324,0.3969187,0.0040436070359203,81155
vdn,4,3300745,0.4700397,0.27897,0.36031747,0.26885805,0.05,1.5726956129074097,25.25,0.8303572,0.0068843416316667,15.244261215290166,0.31070915,0.0046851811968415,85276
vdn,4,3400779,0.5001984,0.22976004,0.4873016,0.23612173,0.05,1.498550295829773,17.9,0.9875,0.0051734978944296,8.431488599292535,0.054486237,0.0020966951500123,89866
vdn,4,3500790,0.5099405,0.2378813,0.4329167,0.22844292,0.05,1.2477211952209473,22.7,0.94285715,0.0050558208022266,12.75186260904657,0.21852942,0.0032864921434414,94470
vdn,4,3600804,0.3618254,0.27372164,0.47817463,0.29923135,0.05,1.428928256034851,25.45,0.84,0.0061989647074369,14.15088336465254,0.3555278,0.0043364398159141,98880
vdn,4,3700849,0.43784723,0.22803631,0.43715277,0.19852896,0.05,1.250546097755432,24.3,0.8750001,0.005465645797085,15.31371933920692,0.25470573,0.0034617161044202,103337
vdn,4,3800859,0.4931746,0.23950107,0.45682535,0.23567627,0.05,1.3660414218902588,21.4,0.95,0.0050738227466354,10.6226173799116,0.21794493,0.0028425327439788,107984
vdn,4,3900867,0.4577083,0.21210125,0.5422917,0.21210125,0.05,1.2570903301239014,16.1,1.0,0.0038724353478755,3.7403208418530087,0.0,0.0010688554305567,112833
qmix,0,100001,0.01,0.043588992,0.0,0.0,0.762497625,153.30125427246094,50.0,0.01,0.0193092770961811,0.0,0.043588992,0.0029426420825673,1965
qmix,0,200011,0.01,0.043588992,0.028174603,0.07275986,0.524973875,185.24740600585935,50.0,0.038174607,0.0178101540950592,0.0,0.081427924,0.001506694249535,3970
qmix,0,300059,0.022499999,0.06796139,0.0125,0.054486237,0.287359875,172.44091796875,50.0,0.035,0.0110807334072887,0.0,0.08381528,0.0024701767769645,5972
qmix,0,400097,0.021666666,0.07474029,0.015000001,0.04769696,0.05,164.9618377685547,50.0,0.03666667,0.0120660292508546,0.0,0.09061518,0.0017898883439646,7973
qmix,0,500097,0.05595238,0.13786414,0.016666668,0.07264832,0.05,109.26224517822266,50.0,0.07261905,0.0119218458537943,0.0,0.18311289,0.0022791752672423,9973
qmix,0,600097,0.04916667,0.11942861,0.02,0.06,0.05,73.30755615234375,50.0,0.069166675,0.0117699853930389,0.0,0.12608142,0.0018697186883057,11973
qmix,0,700120,0.01,0.043588992,0.016666668,0.05,0.05,71.92913818359375,50.0,0.026666667,0.0116263520496431,0.0,0.06377043,0.001743760071489,13974
qmix,0,800120,0.018333334,0.05525195,0.02,0.06,0.05,38.39302062988281,50.0,0.038333334,0.0124379706481704,0.0,0.07693793,0.0027967562735745,15974
qmix,0,900142,0.033333335,0.113038845,0.016666668,0.07264832,0.05,31.83401298522949,50.0,0.05,0.0118444896506844,0.0,0.13017082,0.0025430232851691,17975
qmix,0,1000142,0.036785714,0.08861966,0.020833334,0.06387379,0.05,21.322031021118164,50.0,0.057619046,0.0096016938477987,0.0,0.12903708,0.0004119095342057,19975
qmix,0,1100179,0.085595235,0.1350369,0.03142857,0.08379329,0.05,12.291142463684082,50.0,0.11702381,0.0089191229460993,0.0,0.14727548,0.0003064703737508,21976
qmix,0,1200200,0.06916667,0.12608142,0.103452384,0.1485254,0.05,10.736128807067873,50.0,0.17261906,0.0101553812099155,0.0,0.19466741,0.0002210800769214,23977
qmix,0,1300248,0.11964287,0.17778857,0.035,0.08381527,0.05,7.898276805877685,50.0,0.15464285,0.0090749270108062,0.0,0.19107267,0.0003545968897524,25979
qmix,0,1400281,0.055833332,0.16851272,0.05125,0.12105654,0.05,3.5446436405181885,50.0,0.10708334,0.0099753728980431,0.0,0.19320534,8.652563839083445e-05,27982
qmix,0,1500289,0.110396825,0.14851852,0.071388885,0.122389734,0.05,1.9506834745407104,50.0,0.18178573,0.0087811564444564,0.0,0.18848021,0.0002350364996964,29985
qmix,0,1600307,0.052698415,0.104214065,0.03706349,0.104222134,0.05,1.6813359260559082,50.0,0.08976191,0.0094213355536339,0.0,0.19625331,0.0003861183308547,31991
qmix,0,1700312,0.05125,0.09167709,0.116666675,0.17130452,0.05,1.5896964073181152,50.0,0.16791669,0.0102419417467899,0.0,0.17900166,0.0015637231110616,33994
qmix,0,1800332,0.09755953,0.12917654,0.078928575,0.13600487,0.05,1.2615684270858765,50.0,0.1764881,0.0112381457467563,0.0,0.16069923,0.0014876678239205,36001
qmix,0,1900375,0.11444445,0.15242282,0.12111111,0.2012354,0.05,1.217802882194519,50.0,0.23555556,0.0099199500516988,0.0,0.24274282,0.000409226296922,38009
qmix,0,2000420,0.07636905,0.11792463,0.067797616,0.1302685,0.05,0.9325869679450988,50.0,0.14416668,0.0116465812548995,0.0,0.17222612,0.001957242125372,40025
qmix,0,2100454,0.12428572,0.17778336,0.04916667,0.0865183,0.05,0.9842243194580078,50.0,0.17345239,0.011107414754224,0.0,0.21320002,0.0012951704151515,42035
qmix,0,2200481,0.116666675,0.20962933,0.061666667,0.096046865,0.05,1.5537184476852417,49.3,0.17833334,0.0114147501037223,3.0512292604784714,0.23405246,0.0018483775950373,44043
qmix,0,2300519,0.04261905,0.087487936,0.045119047,0.09251914,0.05,0.9778650403022766,50.0,0.0877381,0.0103831354557769,0.0,0.1432876,0.0001747681431422,46062
qmix,0,2400532,0.09321429,0.16134758,0.043809526,0.11250195,0.05,1.045013427734375,50.0,0.1370238,0.0112499563052551,0.0,0.21569046,0.0017096475801924,48077
qmix,0,2500567,0.051666666,0.105527766,0.08928572,0.13953784,0.05,0.4888680279254913,50.0,0.14095238,0.0092903854034375,0.0,0.19110106,0.0001797198903636,50091
qmix,0,2600578,0.14178571,0.27204242,0.060833335,0.11319539,0.05,0.8346235752105713,48.5,0.20261905,0.0116567125485744,5.324471804789654,0.3030176,0.0027828698213445,52113
qmix,0,2700623,0.08083334,0.15131599,0.09380953,0.18127072,0.05,1.4472278356552124,48.2,0.17464286,0.0110622959065949,7.846018098373213,0.2782001,0.0024304633212093,54136
qmix,0,2800666,0.044999998,0.11366373,0.1625,0.26404312,0.05,1.0448664426803589,48.85,0.20750001,0.0110378040524665,5.012733785071775,0.2607934,0.0021992839346334,56156
qmix,0,2900669,0.045416664,0.09694912,0.13803573,0.16722037,0.05,1.0654281377792358,50.0,0.1834524,0.0112657583144027,0.0,0.18726078,0.0015131365329272,58184
qmix,0,3000713,0.10011904,0.16453479,0.051666666,0.1318564,0.05,1.405353546142578,50.0,0.1517857,0.0114522102492628,0.0,0.24529111,0.0017996418194129,60207
qmix,0,3100742,0.11690476,0.17586344,0.12357143,0.17535986,0.05,0.8164501786231995,49.7,0.24047618,0.0109291625063633,1.307669683062202,0.27096555,0.001753692459624,62232
qmix,0,3200743,0.05297619,0.11157975,0.119226195,0.18541424,0.05,1.2011499404907229,49.35,0.17220238,0.0116556188935646,2.8332843133014376,0.255145,0.0020951499918687,64270
qmix,0,3300775,0.046785712,0.114095256,0.082499996,0.13808966,0.05,1.2749831676483154,50.0,0.12928572,0.0084500270546413,0.0,0.17990787,0.0001582534967849,66316
qmix,0,3400817,0.07791667,0.141379,0.06845239,0.13614568,0.05,1.5473451614379885,50.0,0.14636905,0.008925008305232,0.0,0.18278965,0.0002692037851138,68352
qmix,0,3500840,0.039642856,0.0810793,0.11539682,0.15486878,0.05,1.1675207614898682,50.0,0.1550397,0.0085100292490096,0.0,0.19935022,0.0001557842858304,70386
qmix,0,3600853,0.075,0.14448184,0.10694444,0.15253896,0.05,0.7509558200836182,50.0,0.18194444,0.0093057812046026,0.0,0.2541682,0.0001576759356966,72424
qmix,0,3700872,0.0625,0.16430621,0.07428572,0.13126285,0.05,1.0429877042770386,47.7,0.13678572,0.0079248979513067,10.02546757014355,0.23908779,0.0016568762365172,74487
qmix,0,3800899,0.10250001,0.19395553,0.08130953,0.13429137,0.05,0.8668116927146912,47.05,0.18380953,0.0086396835045889,9.825858741097392,0.3012677,0.001809914344197,76571
qmix,0,3900906,0.09015873,0.14603549,0.12269841,0.19165318,0.05,1.4532732963562012,48.45,0.21285716,0.0084303708543302,6.756293362488044,0.2618381,0.0011804831944134,78633
qmix,1,100008,0.0,0.0,0.016666668,0.07264832,0.762481,72.5093002319336,50.0,0.016666668,0.0113053147535538,0.0,0.07264832,0.0026449017658089,1964
qmix,1,200032,0.01,0.04358899,0.03666667,0.09061518,0.5249240000000001,186.6358795166016,50.0,0.04666667,0.0102291293034795,0.0,0.11566234,0.002068979641629,3967
qmix,1,300073,0.023809526,0.077518195,0.02361111,0.070969366,0.287326625,106.18038177490234,50.0,0.047420636,0.0090407916984986,0.0,0.09960614,0.0002810813059878,5970
qmix,1,400106,0.047619052,0.113688916,0.058333337,0.11814539,0.05,160.67628479003906,50.0,0.10595238,0.0097755396011052,0.0,0.20868678,0.000491053656106,7975
qmix,1,500149,0.060595237,0.12724955,0.118928574,0.18514179,0.05,143.52392578125,50.0,0.17952381,0.0096623188030207,0.0,0.22006674,0.0004999261060842,9978
qmix,1,600166,0.033392854,0.068458565,0.06589286,0.12878196,0.05,116.26886749267578,50.0,0.099285714,0.0117650147527456,0.0,0.16258278,0.0001950246192167,11979
qmix,1,700193,0.032142855,0.07897623,0.03125,0.082153104,0.05,80.64176940917969,50.0,0.06339286,0.0117647185456007,0.0,0.10477332,0.001697129068376,13981
qmix,1,800227,0.06666667,0.14092946,0.08916667,0.16652286,0.05,37.487186431884766,50.0,0.15583333,0.0124411958968266,0.0,0.21796247,0.0026825012300482,15983
qmix,1,900227,0.05,0.12747549,0.065476194,0.1587624,0.05,29.76154327392578,50.0,0.11547619,0.0102706729521742,0.0,0.20287405,0.0003030258478945,17983
qmix,1,1000229,0.05916667,0.123206586,0.06357143,0.14330108,0.05,10.596880912780762,50.0,0.1227381,0.0121612894901772,0.0,0.20601566,0.0024397964429658,19985
qmix,1,1100262,0.033809524,0.086214155,0.04392857,0.091089636,0.05,7.032577991485596,50.0,0.07773809,0.0105586750432848,0.0,0.11295926,0.0005077054325436,21986
qmix,1,1200286,0.042916667,0.11178089,0.008333334,0.03632416,0.05,6.070935249328613,50.0,0.05125,0.0125834542472148,0.0,0.114451446,0.0014420962739147,23989
qmix,1,1300327,0.036309525,0.091556445,0.095238104,0.1335776,0.05,2.112221002578736,50.0,0.13154761,0.0114532229985343,0.0,0.1914956,0.0016955446468887,25990
qmix,1,1400369,0.065476194,0.15876241,0.05968254,0.10521595,0.05,2.721235036849976,50.0,0.12515873,0.0116616583487484,0.0,0.18039389,0.0016914036625594,27994
qmix,1,1500376,0.07678572,0.1705531,0.07380952,0.13339709,0.05,1.6408663988113403,50.0,0.15059525,0.0114253229519817,0.0,0.21600746,0.0016244922977698,29998
qmix,1,1600376,0.12041666,0.23067647,0.0325,0.10034317,0.05,1.0608596801757812,50.0,0.15291667,0.0113757584011182,0.0,0.2518994,0.0014830015503552,32002
qmix,1,1700397,0.14976189,0.2423406,0.053333335,0.11075498,0.05,1.108423352241516,49.35,0.20309524,0.0108636165474308,2.8332843133014376,0.29196447,0.0008296021930633,34006
qmix,1,1800413,0.064166665,0.13806953,0.07083334,0.14465512,0.05,0.7861291766166687,50.0,0.135,0.012539276847383,0.0,0.1909282,0.0027409554085356,36015
qmix,1,1900432,0.026785713,0.08055532,0.10690477,0.17090015,0.05,0.7819918990135193,50.0,0.13369048,0.0092490770970471,0.0,0.1952748,0.0003009512146013,38026
qmix,1,2000456,0.051785715,0.1304794,0.096666664,0.21158135,0.05,0.7916287183761597,48.45,0.14845239,0.0090252458525355,6.756293362488044,0.27709138,0.001254922858886,40040
qmix,1,2100505,0.068333335,0.124487855,0.07083334,0.2129081,0.05,0.9225417971611024,50.0,0.13916668,0.0085809227981371,0.0,0.24502127,0.0001795579882376,42053
qmix,1,2200514,0.09464286,0.16772771,0.03666667,0.09712535,0.05,0.9793543815612792,50.0,0.13130952,0.0089952124981209,0.0,0.21592925,0.0003535831096697,44069
qmix,1,2300551,0.111071445,0.16825312,0.11,0.18343936,0.05,1.2350627183914185,48.55,0.22107144,0.0086709750903537,6.320403468133976,0.27202138,0.0012105712402413,46093
qmix,1,2400554,0.065476194,0.1325391,0.15375002,0.19087656,0.05,1.2254446744918823,48.95,0.2192262,0.0093077521043596,4.576843890717708,0.26584226,0.0008946426578902,48124
qmix,1,2500600,0.13083336,0.17624754,0.072500005,0.11729296,0.05,1.260464787483215,50.0,0.20333333,0.0086896021530264,0.0,0.22855829,0.000219225028611,50153
qmix,1,2600627,0.12309524,0.19945234,0.0875,0.15624723,0.05,0.95414400100708,49.2,0.21059525,0.0091207458550343,3.487119154832538,0.26638004,0.0006757798207369,52207
qmix,1,2700646,0.09097223,0.2365794,0.18319444,0.21291712,0.05,0.9946513175964355,46.9,0.27416664,0.0067504417500458,9.92924971989324,0.32677826,0.0014471103880477,54258
qmix,1,2800662,0.15214285,0.2575448,0.07226191,0.15035535,0.05,1.3350753784179688,48.25,0.22440477,0.0072999811498448,4.998749843710925,0.36466825,0.0007474733915822,56338
qmix,1,2900707,0.17861113,0.17778884,0.26291665,0.2734359,0.05,0.838184654712677,42.3,0.44152775,0.0054909353959374,13.874797295816611,0.3917351,0.0017958536992837,58448
qmix,1,3000726,0.055,0.14568803,0.09845238,0.1951136,0.05,3.5290493965148926,48.55,0.15345237,0.0074754000554094,4.954543369474124,0.30201748,0.0008255283363776,60563
qmix,1,3100752,0.08166666,0.16548751,0.0325,0.077902175,0.05,1.286143183708191,50.0,0.11416666,0.007525256241206,0.0,0.19012241,0.0001742732926652,62675
qmix,1,3200765,0.11486111,0.1995757,0.12500001,0.18525508,0.05,1.883251070976257,46.05,0.2398611,0.0072164936980698,11.935137200719565,0.32583138,0.0018810983544151,64811
qmix,1,3300775,0.0854762,0.18010122,0.03875,0.080029294,0.05,1.9664682149887085,50.0,0.1242262,0.0076028604526072,0.0,0.19030693,0.0001655551654786,66936
qmix,1,3400782,0.07652778,0.20993914,0.13694444,0.26516518,0.05,1.4265258312225342,45.7,0.21347222,0.0075892583525273,12.14125199474914,0.3556155,0.0020227338384742,69107
qmix,1,3500785,0.1425,0.241895,0.12380953,0.21068001,0.05,1.866641640663147,46.25,0.26630953,0.0070473937492351,11.383650556829298,0.31636333,0.0017293049179608,71256
qmix,1,3600793,0.16444446,0.22530091,0.15484127,0.20994036,0.05,1.202465295791626,45.15,0.31928572,0.0064440896501764,11.32375821006436,0.3705468,0.0016313523144524,73396
qmix,1,3700813,0.18864088,0.28890046,0.11254962,0.16691197,0.05,1.7343298196792605,46.75,0.3011905,0.0068478499015327,9.893811196904862,0.38149327,0.0014487325156316,75566
qmix,1,3800821,0.1696131,0.25721118,0.23862104,0.28836963,0.05,2.788336753845215,40.15,0.40823412,0.0059996793075697,14.89051711660814,0.44634122,0.002224087395689,77766
qmix,1,3900822,0.11888889,0.16067374,0.15444446,0.2441071,0.05,1.349133014678955,47.65,0.27333334,0.0070582123560598,8.702154905539201,0.3381896,0.0013021620204486,79919
qmix,2,100013,0.030833334,0.07458682,0.029166669,0.08848651,0.762469125,150.8236846923828,50.0,0.060000002,0.0161020146508235,0.0,0.107677504,0.001173352671817,1964
qmix,2,200031,0.00952381,0.041513328,0.031547617,0.081638806,0.5249263750000001,206.96974182128903,50.0,0.041071426,0.0190794123074738,0.0,0.09798674,0.0008821336256132,3968
