algorithm,seed,environment_steps,agent0/mean_episode_returns,agent0/std_episode_returns,agent1/mean_episode_returns,agent1/std_episode_returns,epsilon,loss,mean_episode_length,mean_episode_returns,mean_episode_time,std_episode_length,std_episode_returns,std_episode_time,updates
idqn,4,600156,0.14305556,0.22192255,0.097222224,0.17535238,0.05,1.301110863685608,49.65,0.24027777,0.0102735039923572,1.525614630239236,0.32480705,0.0030242126134876,12154
idqn,4,700194,0.07722222,0.12617227,0.05075397,0.08248643,0.05,1.27741277217865,50.0,0.1279762,0.0096882333542453,0.0,0.16680247,0.0038601237946718,14203
idqn,4,800200,0.09404762,0.18553488,0.11,0.2148255,0.05,0.5732155442237854,49.65,0.2040476,0.0111310976906679,1.1521718621802914,0.33815235,0.0042727784432661,16246
idqn,4,900247,0.06964286,0.13433272,0.10416667,0.14902152,0.05,1.3571107387542725,50.0,0.17380953,0.0128974021528847,0.0,0.19093992,0.0034656900722798,18298
idqn,4,1000289,0.09154762,0.13106808,0.101865076,0.17843688,0.05,1.0368857383728027,49.5,0.1934127,0.0120365603477694,2.179449471770337,0.2554811,0.0028584704266763,20372
idqn,4,1100336,0.08571429,0.16446678,0.1279762,0.2447254,0.05,0.9654878377914428,46.4,0.21369047,0.0093791332939872,10.841586599755592,0.32289076,0.0028420477883359,22442
idqn,4,1200381,0.13861112,0.25164565,0.100833334,0.15424323,0.05,1.469619870185852,46.35,0.23944445,0.0093026209506206,10.58902733965684,0.3542942,0.0035171040416151,24550
idqn,4,1300386,0.15601191,0.1585147,0.09708333,0.19331312,0.05,2.147634506225586,46.2,0.25309524,0.0094375959015451,11.469960767151736,0.29714447,0.0026675636788917,26667
idqn,4,1400425,0.09166666,0.19339795,0.123333335,0.19475055,0.05,2.410268783569336,48.85,0.215,0.0099835125496611,3.539420856580918,0.32136428,0.0024029759378767,28819
idqn,4,1500457,0.14190476,0.24425764,0.12059524,0.17123382,0.05,2.771124839782715,43.8,0.2625,0.0084624041512142,13.29135057095403,0.38499188,0.0026725613392439,31023
idqn,4,1600472,0.066011906,0.11364246,0.07059525,0.11313227,0.05,2.009023666381836,50.0,0.13660714,0.0101768124470254,0.0,0.168503,0.0020511134127202,33275
idqn,4,1700485,0.19103174,0.23473021,0.24525793,0.2359117,0.05,3.1771459579467773,42.0,0.43628973,0.0087484083109302,13.586758259423032,0.39379334,0.0032356630123784,35625
idqn,4,1800529,0.20511906,0.20484133,0.3331746,0.29950437,0.05,2.774552583694458,36.1,0.53829366,0.007879264652729,17.57526671205874,0.43909994,0.0038238802051888,38056
idqn,4,1900535,0.23660715,0.28084818,0.23244047,0.21248813,0.05,2.537602663040161,39.25,0.46904764,0.0085212707985192,15.795173313389126,0.42028025,0.0032072898479378,40559
idqn,4,2000570,0.15392858,0.18463096,0.16791669,0.2455758,0.05,3.0202808380126958,44.95,0.32184523,0.0102409146405989,11.04298419812326,0.37276226,0.0033274768902489,43199
idqn,4,2100607,0.31329367,0.23260358,0.37440482,0.29369444,0.05,3.546673059463501,31.05,0.6876985,0.0074049042421393,16.83886872684742,0.4351514,0.0042425746950152,45931
idqn,4,2200655,0.26984128,0.26067835,0.25724205,0.26601163,0.05,3.982213973999024,38.2,0.52708334,0.009005229343893,16.506362409689178,0.43105873,0.0045592569296897,48648
idqn,4,2300658,0.26857144,0.23557442,0.32809526,0.29580948,0.05,3.2318146228790283,35.9,0.5966667,0.0090912354469764,16.741863695538797,0.42958635,0.0047960351393458,51506
idqn,4,2400665,0.31523806,0.32846305,0.20809524,0.2205749,0.05,3.237534999847412,39.1,0.5233334,0.0092544690036447,15.420440979427273,0.4549598,0.0043515360201567,54675
idqn,4,2500671,0.2033135,0.22747232,0.38299602,0.28597376,0.05,3.5422165393829346,35.95,0.58630955,0.0060754624457331,15.992107428353526,0.4281227,0.0028774997892303,58003
idqn,4,2600701,0.43982142,0.24877119,0.3901786,0.23968278,0.05,3.8773562908172607,29.8,0.83000004,0.0056506418011849,15.292481812969404,0.35930488,0.0032675121802927,61530
idqn,4,2700715,0.4697619,0.22970109,0.45880955,0.22799183,0.05,3.7899515628814697,20.55,0.9285714,0.0029118896549334,10.892543321006348,0.23255457,0.0015570276350651,65220
idqn,4,2800760,0.48797622,0.1740963,0.43077382,0.17195374,0.05,3.6484780311584473,21.75,0.91875,0.0037264417507685,11.519006033508273,0.25085792,0.0030773640961642,68983
idqn,4,2900771,0.45880952,0.22242738,0.4304762,0.21347535,0.05,3.1869819164276123,23.75,0.8892857,0.0045356374524999,13.01105299351286,0.27523184,0.0030151758697575,72797
idqn,4,3000778,0.46916667,0.23278524,0.45305553,0.23007798,0.05,3.0882201194763184,23.7,0.92222226,0.0052113646437646,11.97539143410352,0.24368569,0.0029183428717309,76658
idqn,4,3100787,0.42777777,0.21786109,0.45472226,0.24495801,0.05,2.948935508728028,24.7,0.8825,0.0046747291489737,13.689777207829206,0.28691244,0.0035017773875885,80591
idqn,4,3200800,0.48717266,0.20984861,0.4128274,0.19131628,0.05,2.567580461502075,23.8,0.9,0.005320512491744,11.267652816802618,0.29999998,0.0027098185724963,84729
idqn,4,3300814,0.40347224,0.21220273,0.5298611,0.2188615,0.05,2.7808139324188232,22.65,0.9333334,0.0043826394015923,10.859442895471204,0.22607769,0.0026349172796864,89045
idqn,4,3400833,0.34050596,0.20091473,0.53092265,0.2546544,0.05,2.205698251724243,23.95,0.8714286,0.0041191935975803,12.085011377735643,0.31590492,0.0029729444331277,93509
idqn,4,3500836,0.46995038,0.21981822,0.4800496,0.22096384,0.05,2.3732235431671143,19.4,0.95,0.0030848167516523,8.206095295571457,0.21794495,0.0012839799128253,98039
idqn,4,3600846,0.46493053,0.16450736,0.40256944,0.21352163,0.05,2.357337474822998,22.55,0.8675,0.0038983583915978,14.47920923255134,0.27353016,0.002510599632191,102582
idqn,4,3700847,0.5252977,0.2123137,0.47470236,0.21231368,0.05,1.929356813430786,16.05,1.0,0.0030404040968278,3.6397115270306792,3.7697287e-08,0.0010925646104902,107266
idqn,4,3800857,0.51888883,0.20967893,0.4436111,0.21039803,0.05,2.218755960464477,18.85,0.9625,0.0040183541044825,9.804463269348302,0.1634587,0.0020130595543179,112041
idqn,4,3900863,0.4452877,0.22109865,0.50471234,0.22771877,0.05,1.8498998880386357,23.0,0.95,0.0046854708489263,8.96102672688794,0.21794495,0.0018163831678214,116767
vdn,0,100034,0.056709956,0.10470411,0.057424247,0.10080131,0.76241925,0.8772615194320679,50.0,0.11413421,0.0361536354583222,0.0,0.14653377,0.022235172383792,1976
vdn,0,200035,0.029761905,0.076274134,0.0484127,0.11822201,0.524916875,0.9513466954231262,50.0,0.078174606,0.0953171895031118,0.0,0.13684495,0.1254001149653109,4005
vdn,0,300044,0.05,0.12747549,0.0375,0.08926786,0.2873954999999999,1.029668211936951,50.0,0.0875,0.013259470986668,0.0,0.1634587,0.0043657048076795,6041
vdn,0,400066,0.035,0.08381528,0.06845238,0.11969318,0.05,0.8306032419204712,50.0,0.10345237,0.0114760603551985,0.0,0.17046933,0.0007165459188632,8065
vdn,0,500105,0.04472222,0.09642491,0.058333337,0.105738156,0.05,0.922577738761902,50.0,0.10305555,0.0107698895968496,0.0,0.16239409,0.0011127949289042,10074
vdn,0,600109,0.039166667,0.095637485,0.068333335,0.12120919,0.05,0.5701931715011597,50.0,0.1075,0.0101879042544169,0.0,0.18933178,0.0002287248150212,12083
vdn,0,700110,0.028749999,0.071271926,0.06583334,0.105471835,0.05,0.7078996300697327,50.0,0.09458334,0.0120402791479136,0.0,0.11143867,0.001367504879884,14095
vdn,0,800125,0.08,0.11311253,0.15333334,0.20225123,0.05,0.7657517194747925,50.0,0.23333332,0.0124740583007223,0.0,0.22478385,0.0024651234899432,16111
vdn,0,900166,0.04916667,0.11942861,0.07416667,0.1320222,0.05,0.4341562688350677,50.0,0.123333335,0.0113547417073277,0.0,0.17507142,0.0015336571878133,18134
vdn,0,1000179,0.041666668,0.10374916,0.103452384,0.13438673,0.05,0.6583197712898254,50.0,0.14511906,0.0128958209505071,0.0,0.17695694,0.0015398046428796,20155
vdn,0,1100216,0.06892857,0.13741514,0.1270238,0.18730132,0.05,0.3824246227741241,47.9,0.19595239,0.0112805081938859,9.153687781435416,0.2539485,0.0023900352284236,22184
vdn,0,1200227,0.13000001,0.18458663,0.08178572,0.13214451,0.05,0.5781747698783875,47.8,0.21178572,0.0119589834561338,9.589577675789482,0.2583454,0.0032014353351714,24224
vdn,0,1300273,0.060833335,0.11319538,0.055,0.14568803,0.05,0.4719116985797882,49.4,0.11583333,0.0126277584029594,2.6153393661244047,0.22659773,0.0028492578105558,26269
vdn,0,1400296,0.07027778,0.11661739,0.06714286,0.1415628,0.05,0.7210726737976074,47.8,0.13742064,0.013351002158015,9.589577675789482,0.22914599,0.0052053118102495,28314
vdn,0,1500305,0.16108136,0.18953037,0.11020835,0.17986529,0.05,0.627802312374115,46.6,0.27128968,0.0119871353002963,10.437432634513144,0.32078874,0.003019233087419,30381
vdn,0,1600306,0.18041667,0.255757,0.09218254,0.12369559,0.05,0.4980195164680481,47.75,0.27259922,0.0115273624047404,8.728545125048045,0.31256953,0.0027904986352062,32473
vdn,0,1700350,0.084285714,0.1404548,0.07876985,0.17810464,0.05,0.6795614361763,47.95,0.16305557,0.0111957291985163,8.935742834258383,0.25511518,0.002733691102224,34579
vdn,0,1800361,0.16297619,0.26299718,0.12119047,0.20581526,0.05,0.7292631268501282,46.5,0.28416666,0.0110988041007658,10.27861858422619,0.34519893,0.0027316153095636,36710
vdn,0,1900394,0.16718255,0.20229773,0.14666668,0.22114602,0.05,0.8208379149436951,45.75,0.3138492,0.0095274978957604,12.750980354466869,0.33448812,0.0032172953525931,38901
vdn,0,2000432,0.14821428,0.19070205,0.116071425,0.13696764,0.05,1.193727731704712,47.9,0.2642857,0.0102124249533517,9.153687781435416,0.27339515,0.0023364892251227,41101
vdn,0,2100464,0.2620238,0.2403447,0.22916667,0.25776148,0.05,1.1660081148147583,40.35,0.4911905,0.0094734750979114,16.08500854833469,0.42015353,0.0036359898513637,43344
vdn,0,2200470,0.20729168,0.270647,0.19872025,0.2630721,0.05,1.6308495998382568,46.25,0.4060119,0.0096755186939844,9.622239863981775,0.3496766,0.0020234379102347,45666
vdn,0,2300500,0.23484127,0.2840812,0.25408733,0.27823538,0.05,1.40350079536438,39.45,0.48892856,0.009187968756305,16.138385916813366,0.41322818,0.0041224743095851,48036
vdn,0,2400524,0.32083336,0.3478091,0.14759919,0.16458222,0.05,1.1551103591918943,41.25,0.46843258,0.0116005458607105,14.060138690638864,0.39161158,0.004794075177493,50468
vdn,0,2500527,0.20678571,0.29898286,0.20500001,0.26204854,0.05,1.573269248008728,40.5,0.4117857,0.0101705937617225,15.13770127859577,0.44959888,0.0044717782589194,52979
vdn,0,2600532,0.20138891,0.23784576,0.29337302,0.26181123,0.05,2.0992579460144043,39.1,0.49476188,0.0104685207537841,15.420440979427276,0.4121208,0.0046759443835974,55665
vdn,0,2700547,0.3597222,0.26438186,0.36658734,0.24002616,0.05,1.833988904953003,31.4,0.7263095,0.0090895187022397,15.53512149936395,0.3900967,0.0051332085192768,58496
vdn,0,2800549,0.26630953,0.21762516,0.32654762,0.24223694,0.05,3.322070360183716,41.45,0.5928572,0.0094139020482543,14.616685670835231,0.34976912,0.0035098344485079,61341
vdn,0,2900558,0.41694444,0.20511955,0.39972225,0.20076233,0.05,2.7998764514923096,31.05,0.8166667,0.0065583791496464,15.901179201556088,0.32015622,0.0035902768079586,64277
vdn,0,3000566,0.49357143,0.27752972,0.37410712,0.24443057,0.05,2.385692358016968,30.45,0.86767864,0.0072251417499501,13.290880332017135,0.29849428,0.003495978842856,67286
vdn,0,3100602,0.39416665,0.2335187,0.36,0.23670131,0.05,2.632892847061157,28.9,0.7541667,0.0065553208027267,16.618965070063776,0.37195525,0.0039352690044389,70577
vdn,0,3200626,0.44704366,0.25175413,0.39045635,0.23939441,0.05,2.289397954940796,26.55,0.8375,0.005407087560161,13.639923020310636,0.35597578,0.0027324029647717,74100
vdn,0,3300639,0.5528572,0.20514038,0.35089284,0.1967649,0.05,2.4254093170166016,25.1,0.90375006,0.0058260999881895,13.884883866997232,0.23402388,0.0033108064646458,77882
vdn,0,3400658,0.43307537,0.3049019,0.38359126,0.28964302,0.05,1.9861092567443848,24.45,0.8166667,0.0060314103553537,13.879751438696587,0.37230512,0.0032280074132184,81749
vdn,0,3500674,0.49904767,0.22922987,0.46666664,0.20325767,0.05,2.1959681510925293,22.5,0.9657143,0.0046632082521682,11.935241933031772,0.104432374,0.0024506711100594,85766
vdn,0,3600683,0.39515874,0.24953529,0.46317464,0.24936163,0.05,1.7954800128936768,24.7,0.8583334,0.0049545791902346,13.141917668285704,0.31302735,0.0026458824648003,89880
vdn,0,3700684,0.35079366,0.24096197,0.4977778,0.28340828,0.05,1.7406439781188965,23.9,0.8485714,0.0058863562473561,14.01392164955977,0.3228824,0.0033798093933163,94052
vdn,0,3800684,0.43658727,0.25189298,0.44466272,0.27163213,0.05,1.7735501527786257,24.55,0.88125,0.0063447543507209,12.99798061238745,0.28905827,0.0032958090976254,98086
vdn,0,3900707,0.42444092,0.28941494,0.45737734,0.2960634,0.05,1.569493293762207,24.3,0.8818182,0.0058452583529287,12.783192089615175,0.30437577,0.003053877533165,102564
vdn,1,100037,0.064166665,0.13806953,0.08083334,0.14900364,0.762412125,1.082386493682861,50.0,0.145,0.0211392541968962,0.0,0.18679313,0.0033399705574658,1974
vdn,1,200061,0.04916667,0.10130743,0.09595238,0.12399505,0.524855125,1.0519049167633057,50.0,0.14511906,0.0125437147129559,0.0,0.17695697,0.0016273391208232,4002
vdn,1,300107,0.06821428,0.15433325,0.07773809,0.15153836,0.287245875,1.2919622659683228,50.0,0.14595239,0.0123876791418297,0.0,0.21018308,0.0018213227633495,6038
vdn,1,400148,0.09761904,0.19031243,0.026666667,0.08273116,0.05,1.0399231910705566,50.0,0.12428572,0.0140674916416173,0.0,0.20835662,0.0032417307060925,8057
vdn,1,500158,0.0425,0.1389919,0.07238095,0.1601983,0.05,1.150694727897644,50.0,0.11488096,0.0119634124479489,0.0,0.19705297,0.002293987314066,10070
vdn,1,600187,0.027083334,0.067539856,0.06041667,0.096352756,0.05,0.9512404799461364,50.0,0.087500006,0.0111583416961366,0.0,0.14547575,0.0015154989375623,12079
vdn,1,700210,0.108055554,0.1439894,0.123611115,0.21794407,0.05,0.4605855643749237,49.6,0.23166665,0.0114919479005038,1.743559577416269,0.27597806,0.0016736796236297,14102
vdn,1,800250,0.10083334,0.17033261,0.08541667,0.16482052,0.05,0.7761312127113342,49.6,0.18625,0.0107304749923059,1.743559577416269,0.26886174,0.0016162731274751,16131
vdn,1,900271,0.15,0.23213981,0.109920636,0.1280898,0.05,0.5202977657318115,48.65,0.25992066,0.0104518854030175,5.884513573779908,0.2822779,0.0019015412632175,18158
vdn,1,1000308,0.10130952,0.19413228,0.11694445,0.19762848,0.05,0.5874664783477783,49.55,0.21825397,0.0103822248522192,1.961504524593303,0.3156022,0.0004480703838469,20202
vdn,1,1100344,0.06845237,0.1334117,0.097500004,0.14599039,0.05,0.6396329402923584,47.95,0.16595238,0.0105527439067373,8.935742834258383,0.24452288,0.0024223070294613,22255
vdn,1,1200379,0.15375,0.3078428,0.061666667,0.096046865,0.05,0.841311514377594,49.0,0.21541667,0.011569289502222,4.135214625627067,0.29837844,0.0017299128077722,24325
vdn,1,1300383,0.1586111,0.23422761,0.19103175,0.29378775,0.05,0.6264799237251282,45.8,0.34964284,0.009461183293024,11.809318354587615,0.41820484,0.0027271527322579,26409
vdn,1,1400393,0.17726192,0.2671684,0.14509922,0.19418022,0.05,1.070850849151611,44.45,0.3223611,0.0108837916952325,13.215426591676865,0.34790808,0.0038585894157568,28516
vdn,1,1500433,0.13702382,0.21350451,0.15297619,0.23158708,0.05,0.6346397399902344,44.8,0.29,0.0105000103940255,12.416118556135006,0.3442948,0.0034095107812787,30666
vdn,1,1600475,0.1723611,0.20121251,0.15297619,0.2447092,0.05,0.6750950813293457,43.5,0.32533732,0.0108256999956211,13.48517704741024,0.35515454,0.003944278329776,32882
vdn,1,1700518,0.29413688,0.29602206,0.23294643,0.26404002,0.05,0.755237340927124,36.5,0.5270833,0.009786510298727,18.08728835397943,0.4562393,0.0051907751838268,35157
vdn,1,1800520,0.14146826,0.22325072,0.0911508,0.14274716,0.05,1.3348915576934814,46.75,0.23261905,0.0138440519978757,9.15901195544585,0.34257686,0.0049111698469458,37552
vdn,1,1900530,0.20540044,0.30367756,0.18111473,0.24975331,0.05,2.2289273738861084,40.75,0.38651517,0.0110600854590302,14.373152055133906,0.45891887,0.0040747559863746,40122
vdn,1,2000579,0.1511111,0.25516033,0.20513889,0.32698384,0.05,1.6461448669433594,38.85,0.35625,0.0089933229028247,17.522200204312245,0.45289865,0.0043424772803554,42767
vdn,1,2100592,0.3150397,0.26508215,0.26246032,0.23192646,0.05,2.0458250045776367,37.8,0.5775,0.0082435832911869,15.695859326586742,0.43006054,0.0038556888013472,45422
vdn,1,2200625,0.19569443,0.23058984,0.2839484,0.2666417,0.05,2.092115879058838,40.05,0.47964287,0.0098968791426159,14.739318166048252,0.42759573,0.0042730600500103,48133
vdn,1,2300648,0.25996032,0.2938267,0.27444443,0.2589135,0.05,2.865936279296875,42.65,0.53440475,0.0120386769965989,13.293889573785394,0.38060883,0.0050390116833052,50873
vdn,1,2400664,0.18055555,0.20174012,0.24888888,0.30581605,0.05,1.9243130683898928,40.2,0.42944446,0.0084137374564306,16.72602762164406,0.42042783,0.0037964075546143,53810
vdn,1,2500708,0.35797623,0.23761533,0.47059527,0.26390287,0.05,2.3518025875091557,29.15,0.82857144,0.0070141770498594,15.2652382883465,0.360272,0.0041747409667992,56910
vdn,1,2600756,0.2029365,0.21153185,0.37920636,0.35581896,0.05,1.933671832084656,34.35,0.5821429,0.0076980791985988,17.928399259275768,0.4673116,0.0039386976268821,60031
vdn,1,2700760,0.3060119,0.22308694,0.46077386,0.28771755,0.05,1.883350253105164,28.7,0.76678574,0.0058402708556968,17.355402617052707,0.35319445,0.0037182663983651,63247
vdn,1,2800789,0.44418654,0.26297998,0.43914685,0.26185971,0.05,2.182731866836548,22.7,0.8833334,0.0047882146463962,13.982489048806723,0.30322343,0.0028606638945356,66476
vdn,1,2900829,0.44843253,0.25900733,0.40156752,0.2450613,0.05,1.8219685554504397,24.75,0.85,0.0048739854450104,15.062785267008223,0.35707143,0.0033217629289376,69970
vdn,1,3000870,0.3887897,0.25932088,0.46121034,0.27948242,0.05,1.8055298328399656,23.6,0.85,0.0053235437080729,14.312232530251874,0.35707143,0.0037814921834241,73751
vdn,1,3100908,0.49360117,0.29896462,0.37514883,0.2659097,0.05,1.468355417251587,24.2,0.86875,0.0048881769529543,14.641038214552957,0.3048437,0.0029947832666979,77875
vdn,1,3200944,0.5413989,0.24960937,0.3936012,0.211419,0.05,1.7154086828231812,20.7,0.93500006,0.0051168168516596,12.645552577882864,0.20068634,0.003552936587299,81846
vdn,1,3300978,0.5607143,0.23035727,0.41011906,0.18368879,0.05,1.7327362298965454,22.3,0.9708334,0.0051568646595114,10.936635680134913,0.08848651,0.0025694935319858,85947
vdn,1,3401002,0.4875,0.2707208,0.43250003,0.26246858,0.05,1.480035424232483,19.95,0.91999996,0.004750520849484,10.547393042832908,0.24819349,0.0024984463796763,90110
vdn,1,3501005,0.41141862,0.2930633,0.49858135,0.29279813,0.05,1.5259437561035156,22.1,0.91,0.0055498145055025,11.418844074598796,0.27184555,0.0025851866985477,94289
vdn,1,3601012,0.41358137,0.23456074,0.48641866,0.24960461,0.05,1.3356817960739136,21.55,0.9,0.0052904269454302,10.49511791262966,0.29999998,0.0034377056776141,98659
vdn,1,3701024,0.5878472,0.22934419,0.384375,0.21667199,0.05,1.1897639036178589,20.7,0.9722222,0.005614870955469,10.363879582472965,0.12108054,0.0030134300887117,103208
vdn,1,3801025,0.5088095,0.2759226,0.4911905,0.2759226,0.05,1.2057104110717771,17.55,1.0,0.0055146104481536,8.51160971849626,2.6656007e-08,0.0028609911495523,107894
vdn,1,3901046,0.4608631,0.2291949,0.5058036,0.25522426,0.05,1.14735746383667,18.0,0.9666667,0.004469437644002,9.02219485491197,0.14529663,0.0025934607922096,112642
vdn,2,100026,0.05964286,0.0962019,0.064166665,0.114294335,0.76243825,0.8284748196601868,50.0,0.12380953,0.0068763293500524,0.0,0.15383054,0.0002056354508759,1974
vdn,2,200026,0.10511905,0.16920058,0.07261905,0.12715824,0.52493825,0.9285632967948914,48.55,0.1777381,0.007665714493487,6.320403468133976,0.24477798,0.0012105323833131,4010
vdn,2,300058,0.110000014,0.15911211,0.054999996,0.114999995,0.28736225,0.9871228933334352,50.0,0.165,0.0080209667503368,0.0,0.18080837,6.254925951444112e-05,6067
vdn,2,400088,0.13952382,0.20659122,0.13666667,0.2522455,0.05,0.8167877793312073,46.5,0.27619046,0.0076777270034654,8.811923740024081,0.34733757,0.001412766104166,8097
vdn,2,500109,0.08,0.14477952,0.064166665,0.12761432,0.05,0.6936067938804626,49.85,0.14416668,0.0068452042003627,0.6538348415311009,0.23951773,0.0001750310204696,10113
vdn,2,600145,0.13075396,0.23550454,0.064166665,0.11319538,0.05,0.6945221424102783,46.45,0.19492063,0.0075061249051941,10.707357283662482,0.31202018,0.0017510386870409,12146
vdn,2,700160,0.13944444,0.25099126,0.103174604,0.14703311,0.05,0.5144481062889099,47.4,0.24261904,0.0070189563091844,6.288083968904996,0.36597794,0.0009165292252943,14190
vdn,2,800200,0.0929762,0.1603841,0.075,0.18607795,0.05,0.5946803689002991,48.85,0.1679762,0.0079525437031406,5.012733785071775,0.26953968,0.0008836586010174,16250
vdn,2,900236,0.14452381,0.26731756,0.102142856,0.19025865,0.05,0.3005679249763489,44.4,0.24666667,0.0065229686006205,13.466254119093405,0.35235715,0.0019711761710484,18332
vdn,2,1000256,0.05791667,0.11982265,0.05511905,0.08941427,0.05,0.9349085092544556,50.0,0.113035716,0.0080833186482777,0.0,0.17381258,0.0002783076636583,20415
vdn,2,1100267,0.061785717,0.10788493,0.1322619,0.22173233,0.05,0.7777307629585266,48.35,0.19404761,0.007335489601246,7.192183256842112,0.27756482,0.0010958689706202,22506
vdn,2,1200279,0.15400794,0.22128396,0.11075397,0.14474098,0.05,1.3701635599136353,49.5,0.2647619,0.0078498229471733,2.179449471770337,0.2919339,0.0004017921048847,24625
vdn,2,1300328,0.1919643,0.28387228,0.17428572,0.2141145,0.05,0.6035387516021729,44.0,0.36624998,0.0066707062971545,13.330416347586446,0.38781747,0.0020099815790855,26799
vdn,2,1400366,0.27797619,0.27706233,0.22458334,0.23713385,0.05,0.8248223662376404,34.05,0.50255954,0.005401343939593,19.65063612201905,0.4232474,0.0030884116936567,29011
vdn,2,1500405,0.2022619,0.18015563,0.22999999,0.2512524,0.05,0.9447696208953856,41.15,0.43226188,0.0063776541996048,16.2919458629103,0.37385237,0.0025169233368742,31324
vdn,2,1600451,0.26777777,0.25337175,0.26710317,0.26671976,0.05,1.79634428024292,39.6,0.534881,0.0061948104557814,13.56244815658294,0.4041959,0.0021146431833534,33757
vdn,2,1700465,0.23611112,0.2672664,0.18769841,0.24843407,0.05,1.373121738433838,38.5,0.42380953,0.0056852500420063,17.704519197086377,0.41317242,0.0026116830796828,36275
vdn,2,1800504,0.24849205,0.251425,0.30861112,0.28093448,0.05,1.6297945976257324,35.2,0.5571032,0.0056105708965333,17.23832938541319,0.4296675,0.0027310193799259,38923
vdn,2,1900534,0.22172621,0.23518276,0.2767262,0.27429575,0.05,1.1811622381210327,41.5,0.49845243,0.0060506499896291,14.705441169852742,0.40227124,0.0021273052176142,41516
vdn,2,2000579,0.38275796,0.30755657,0.43033734,0.26721832,0.05,1.7672909498214722,30.25,0.8130953,0.0048503936443012,17.07886120325357,0.30350512,0.0026794479293698,44164
vdn,2,2100589,0.3643876,0.2672763,0.3673043,0.294164,0.05,1.6391655206680298,28.15,0.7316919,0.0041851395042613,15.938240178890512,0.41483518,0.0023472862989454,46968
vdn,2,2200614,0.46712303,0.27285895,0.44287696,0.28331935,0.05,1.5287790298461914,18.65,0.91,0.0030214749014703,10.983055130518103,0.27184555,0.001758629149073,50104
vdn,2,2300619,0.40216273,0.25838685,0.3683135,0.20476246,0.05,1.8745352029800413,29.4,0.77047616,0.0042480791511479,17.870086737338465,0.34616658,0.0025276888023593,53483
vdn,2,2400639,0.35999998,0.3020343,0.29214287,0.2749911,0.05,1.936478853225708,33.95,0.6521429,0.005261237497325,17.6138439870461,0.39857593,0.002691257809928,56893
vdn,2,2500679,0.31238097,0.33079013,0.26095238,0.30646974,0.05,1.8461819887161253,34.7,0.5733334,0.0055629188398597,16.297545827516487,0.46207267,0.0026759794428021,60240
vdn,2,2600698,0.29059523,0.22848053,0.31940478,0.2787276,0.05,1.759939432144165,34.4,0.61,0.0053571124502923,16.338298565028122,0.45951062,0.0024796538065541,63743
vdn,2,2700707,0.36910713,0.20906149,0.5538095,0.25181922,0.05,1.7881863117218018,22.9,0.9229167,0.0033914479514351,12.703936397825675,0.23358431,0.0018700595220093,67665
vdn,2,2800714,0.43051586,0.25520626,0.4347222,0.2467954,0.05,1.7585617303848269,26.85,0.8652381,0.004281062449445,15.758410452834385,0.27063838,0.0024888352870451,71724
vdn,2,2900750,0.49359122,0.2844786,0.45640874,0.281192,0.05,1.5712347030639648,20.15,0.95,0.0040638562553795,10.896214939142858,0.21794493,0.0024278499447282,75721
vdn,2,3000751,0.4625794,0.21805911,0.45992064,0.2418031,0.05,1.4715059995651243,17.5,0.9225,0.0031666769937146,12.351113310143342,0.23263437,0.0022890679953173,79984
vdn,2,3100751,0.41894847,0.28886473,0.33164683,0.24873719,0.05,1.1701258420944214,30.85,0.7505953,0.0054101875575724,18.826244978752403,0.34604734,0.0032700315237945,84408
vdn,2,3200772,0.53440475,0.22086138,0.41559523,0.2069765,0.05,1.314699411392212,18.35,0.95,0.002564495804836,11.525081344615318,0.21794493,0.0016288416518129,89115
vdn,2,3300790,0.44420633,0.19821914,0.47722226,0.21439815,0.05,1.362735390663147,20.2,0.92142856,0.0026318332005757,12.572191535289305,0.24526122,0.001604771092032,93860
vdn,2,3400794,0.4955655,0.25087,0.50443447,0.25087002,0.05,1.221074461936951,18.5,1.0,0.0027231126034166,7.003570517957251,2.6656007e-08,0.0010269360240067,98690
vdn,2,3500799,0.4193254,0.18046847,0.46496034,0.18987775,0.05,1.4584842920303345,21.0,0.88428575,0.0027266355464234,12.84523257866513,0.28305548,0.0016240301041882,103704
vdn,2,3600814,0.51162696,0.23157126,0.46837306,0.23824391,0.05,1.0908398628234863,16.8,0.98,0.0022362248477293,8.919641248391104,0.08717798,0.0012121668734655,108806
vdn,2,3700817,0.583631,0.25418824,0.36636907,0.23183738,0.05,0.938157320022583,14.85,0.95,0.0020848793938057,9.32885309135051,0.21794495,0.00128169060716,114003
vdn,2,3800822,0.38652778,0.26195472,0.6134722,0.26195472,0.05,1.0420838594436646,13.15,1.0,0.0018246624968014,2.920188350089768,3.7697287e-08,0.000395462402137,119462
vdn,2,3900837,0.46793652,0.16230991,0.53206354,0.16230993,0.05,0.7073276042938232,15.5,1.0,0.0020595269976183,6.08687111741328,0.0,0.0007949555166954,124973
vdn,3,100028,0.07309524,0.15458433,0.035,0.08381527,0.7624335,0.9616000652313232,50.0,0.10809524,0.0163200290990062,0.0,0.16063827,0.0010241495923639,1974
vdn,3,200065,0.0325,0.07790218,0.035,0.08381527,0.5248456250000001,1.0645935535430908,50.0,0.067499995,0.0127739164978265,0.0,0.10401323,0.0025575728570096,3999
